Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SSM,SUSM,SUSMA,SSMA,SMP
2017,5,6,19.82,0.24,95.64,166.06,32.79,3.98,30.73,4.06,18.39,-0.71,-0.48,0.12
2017,5,7,21.06,12.31,95.7,160.69,30.25,3.97,29.12,6.06,20.57,-0.66,-0.2,0.14
2017,5,8,18.21,12.38,95.69,193.12,27.66,4.73,27.9,8.06,22.75,-0.61,0.07,0.17
2017,5,9,17.61,1.39,95.42,247.19,31.34,2.51,30.08,10.06,24.93,-0.56,0.35,0.19
2017,5,10,21.34,2.11,95.46,116.75,29.07,3.01,28.28,8.7,28.33,-0.49,0.11,0.2
2017,5,11,21.97,1.18,95.53,165.12,27.26,2.12,26.69,7.35,31.72,-0.42,-0.14,0.21
2017,5,12,21.47,1.07,95.51,133.44,29.62,2.03,27.97,5.99,35.12,-0.36,-0.38,0.22
2017,5,13,20.88,0.64,95.41,187.88,30.26,2.73,28.71,9.18,38.98,-0.27,0.1,0.26
2017,5,14,21.4,3.88,95.29,254.5,31.97,3.47,30.45,12.38,42.85,-0.18,0.58,0.3
2017,5,15,21.65,0.67,95.25,277.94,30.22,3.88,29.44,15.57,46.71,-0.1,1.06,0.34
2017,5,16,19.33,1.44,95.13,247.88,33.37,4.75,31.72,17.57,62.91,0.33,1.34,0.44
2017,5,17,21.46,4.04,95.16,250.31,32.02,4.16,30.76,19.58,79.11,0.75,1.62,0.54
2017,5,18,22.0,18.89,95.34,250.44,28.21,4.54,27.71,21.58,95.31,1.18,1.91,0.64
2017,5,19,21.76,2.74,95.44,301.88,28.25,3.82,27.44,21.13,101.81,1.35,1.76,0.67
2017,5,20,21.8,7.53,95.32,287.31,28.55,2.41,27.93,20.68,108.31,1.53,1.62,0.7
2017,5,21,21.9,10.2,95.24,307.19,27.65,3.73,27.11,20.22,114.81,1.71,1.47,0.74
2017,5,22,22.15,14.7,95.29,295.06,28.48,3.37,27.87,20.19,116.03,1.71,1.46,0.74
2017,5,23,20.33,0.55,95.26,227.62,29.76,3.48,28.73,20.15,117.24,1.7,1.46,0.75
2017,5,24,21.59,2.8,95.22,261.94,29.54,3.47,28.79,20.11,118.46,1.7,1.45,0.76
2017,5,25,22.24,5.06,95.16,288.19,27.96,2.59,27.69,19.43,119.84,1.73,1.33,0.76
2017,5,26,22.12,6.8,95.2,241.5,27.79,3.05,27.4,18.74,121.22,1.76,1.2,0.76
2017,5,27,23.05,22.39,95.19,287.06,27.09,3.89,26.72,18.05,122.59,1.8,1.08,0.77
2017,5,28,22.64,1.31,95.16,265.62,27.26,3.19,26.97,17.03,120.1,1.7,0.91,0.75
2017,5,29,21.49,0.02,95.09,276.12,28.29,3.88,27.87,16.01,117.61,1.6,0.73,0.73
2017,5,30,20.55,0.05,95.11,273.19,29.48,4.94,28.58,14.99,115.12,1.51,0.56,0.71
2017,5,31,21.03,0.01,95.17,260.88,29.01,3.65,28.0,15.82,113.78,1.45,0.72,0.71
2017,6,1,19.91,0.01,95.16,246.19,29.99,2.37,28.47,16.64,112.44,1.38,0.89,0.71
2017,6,2,20.18,0.76,95.19,245.81,29.73,2.43,28.37,17.47,111.1,1.32,1.05,0.7
2017,6,3,20.38,0.03,95.35,267.0,28.52,3.8,27.65,17.72,110.41,1.3,1.11,0.7
2017,6,4,20.3,0.0,95.3,279.56,30.08,4.98,28.82,17.96,109.73,1.28,1.18,0.7
2017,6,5,20.94,1.0,95.31,271.94,29.8,4.19,28.93,18.21,109.05,1.26,1.24,0.7
2017,6,6,21.65,1.71,95.4,259.5,27.59,2.8,27.07,17.3,108.63,1.26,1.08,0.69
2017,6,7,18.78,1.34,95.46,307.56,27.58,5.18,27.11,16.38,108.21,1.26,0.91,0.68
2017,6,8,17.83,0.33,95.33,291.81,28.17,4.73,27.44,15.46,107.78,1.27,0.75,0.68
2017,6,9,19.72,1.07,95.29,276.94,27.04,4.94,26.56,15.25,105.85,1.21,0.73,0.66
2017,6,10,19.5,0.24,95.26,266.12,27.73,4.2,26.96,15.04,103.92,1.16,0.71,0.65
2017,6,11,19.02,0.28,95.2,257.69,28.08,5.58,27.25,14.82,101.98,1.1,0.69,0.64
2017,6,12,20.53,1.51,95.21,247.69,27.61,3.98,26.83,15.86,101.14,1.11,0.92,0.64
2017,6,13,21.19,0.1,95.2,239.06,29.43,3.23,28.15,16.9,100.3,1.11,1.16,0.64
2017,6,14,21.48,0.29,95.33,256.44,29.62,2.29,28.54,17.93,99.46,1.11,1.4,0.64
2017,6,15,20.62,0.06,95.35,256.56,29.44,2.59,28.4,16.26,97.91,1.09,1.09,0.63
2017,6,16,20.69,2.1,95.38,251.5,28.03,3.89,27.4,14.58,96.36,1.06,0.79,0.61
2017,6,17,18.26,0.34,95.35,269.31,27.89,5.91,27.01,12.91,94.81,1.04,0.48,0.59
2017,6,18,18.93,0.08,95.24,280.44,29.83,3.13,28.51,12.88,93.09,1.01,0.54,0.58
2017,6,19,18.95,0.56,95.24,281.0,27.85,4.06,27.28,12.86,91.38,0.99,0.59,0.57
2017,6,20,18.44,2.14,95.29,270.69,28.53,2.78,27.53,12.83,89.66,0.96,0.64,0.56
2017,6,21,19.82,0.46,95.35,252.31,27.92,3.62,26.93,12.15,87.07,0.91,0.54,0.54
2017,6,22,19.69,0.14,95.37,269.25,28.21,3.58,27.37,11.47,84.48,0.86,0.43,0.53
2017,6,23,19.76,0.98,95.3,268.75,28.73,4.66,27.83,10.79,81.9,0.81,0.32,0.51
2017,6,24,18.09,3.3,95.17,263.12,26.95,4.9,26.51,10.28,79.33,0.75,0.23,0.49
2017,6,25,19.51,2.59,95.11,258.25,27.07,5.31,26.5,9.76,76.77,0.68,0.15,0.48
2017,6,26,19.69,0.39,95.24,256.0,27.29,4.68,26.94,9.25,74.21,0.62,0.06,0.46
2017,6,27,18.73,4.26,95.37,255.88,26.21,4.48,25.98,9.04,71.61,0.54,0.03,0.44
2017,6,28,17.82,0.26,95.37,260.75,27.39,5.2,26.67,8.82,69.01,0.46,-0.01,0.43
2017,6,29,17.23,0.25,95.33,267.12,26.89,5.76,26.44,8.61,66.41,0.38,-0.05,0.41
2017,6,30,18.91,0.18,95.31,281.62,27.26,5.2,26.53,8.58,64.5,0.32,-0.06,0.4
2017,7,1,19.41,0.02,95.27,267.88,28.67,3.84,27.81,8.55,62.58,0.27,-0.07,0.39
2017,7,2,20.24,3.16,95.31,271.81,26.97,3.8,26.59,8.52,60.67,0.21,-0.07,0.38
2017,7,3,19.01,0.98,95.37,274.94,28.68,3.67,27.53,8.09,59.01,0.15,-0.16,0.37
2017,7,4,18.27,0.81,95.4,281.94,27.44,5.45,26.83,7.66,57.35,0.09,-0.25,0.36
2017,7,5,19.17,0.95,95.41,278.19,27.66,4.43,26.71,7.22,55.69,0.03,-0.34,0.34
2017,7,6,19.94,0.98,95.33,276.38,28.37,5.19,27.48,7.16,53.83,-0.05,-0.35,0.33
2017,7,7,19.73,0.22,95.35,276.69,28.95,4.0,27.58,7.1,51.96,-0.12,-0.35,0.32
2017,7,8,18.45,0.04,95.33,289.0,28.29,3.98,27.37,7.04,50.1,-0.2,-0.36,0.31
2017,7,9,18.43,0.12,95.36,265.38,29.11,3.29,27.58,6.97,49.16,-0.23,-0.37,0.31
2017,7,10,19.87,0.01,95.42,268.56,29.42,2.7,27.94,6.91,48.21,-0.26,-0.37,0.3
2017,7,11,20.29,0.85,95.45,284.94,27.03,4.16,26.39,6.84,47.27,-0.29,-0.38,0.3
2017,7,12,18.26,2.0,95.37,300.44,27.8,4.45,27.12,6.76,46.47,-0.32,-0.39,0.29
2017,7,13,17.75,0.31,95.34,284.06,28.86,5.12,27.65,6.68,45.67,-0.34,-0.4,0.29
2017,7,14,16.02,0.01,95.34,277.06,28.9,5.12,27.74,6.6,44.87,-0.37,-0.42,0.28
2017,7,15,17.62,0.02,95.38,267.25,29.3,5.07,27.9,6.19,43.67,-0.4,-0.49,0.27
2017,7,16,17.94,0.0,95.27,276.25,29.98,4.39,28.45,5.77,42.48,-0.44,-0.56,0.26
2017,7,17,17.94,0.0,95.18,273.44,28.5,4.02,27.76,5.35,41.29,-0.48,-0.63,0.26
2017,7,18,19.42,0.27,95.2,266.38,28.11,4.92,27.46,5.14,40.01,-0.51,-0.66,0.25
2017,7,19,19.07,1.69,95.22,256.0,28.48,6.3,27.51,4.93,38.74,-0.55,-0.7,0.24
2017,7,20,18.07,0.3,95.22,261.06,28.52,6.3,27.48,4.72,37.46,-0.59,-0.73,0.23
2017,7,21,18.56,0.09,95.28,262.62,30.05,4.98,28.58,4.48,35.9,-0.64,-0.77,0.22
2017,7,22,18.57,0.01,95.31,263.56,30.24,3.99,28.88,4.24,34.34,-0.69,-0.81,0.21
2017,7,23,18.37,0.02,95.27,270.69,31.52,3.49,29.86,4.0,32.78,-0.74,-0.86,0.2
2017,7,24,18.62,0.01,95.28,280.56,31.14,3.48,29.56,3.91,31.41,-0.78,-0.88,0.19
2017,7,25,18.27,0.01,95.18,279.38,32.19,3.44,30.18,3.82,30.04,-0.82,-0.9,0.19
2017,7,26,18.25,0.01,95.21,271.81,31.08,2.66,29.72,3.74,28.66,-0.87,-0.92,0.18
2017,7,27,18.3,1.02,95.27,274.69,30.94,3.91,29.51,4.29,28.2,-0.89,-0.84,0.18
2017,7,28,18.77,1.63,95.39,290.12,30.59,4.65,29.08,4.85,27.74,-0.91,-0.76,0.18
2017,7,29,20.17,5.02,95.43,295.69,29.07,3.9,27.98,5.4,27.28,-0.92,-0.67,0.18
2017,7,30,20.92,8.07,95.4,222.38,28.2,3.46,27.22,5.14,28.43,-0.9,-0.72,0.18
2017,7,31,21.72,23.0,95.43,249.75,26.91,3.24,26.54,4.88,29.58,-0.87,-0.77,0.19
2017,8,1,20.45,4.98,95.42,271.31,29.05,4.29,28.13,4.61,30.73,-0.84,-0.81,0.19
2017,8,2,20.16,1.56,95.42,279.25,28.35,3.39,27.65,4.53,30.49,-0.85,-0.83,0.19
2017,8,3,19.67,0.09,95.36,276.75,28.61,3.91,27.78,4.44,30.25,-0.87,-0.85,0.19
2017,8,4,20.33,0.16,95.16,276.88,28.17,4.26,27.44,4.36,30.01,-0.89,-0.88,0.19
2017,8,5,20.52,0.7,95.07,271.44,28.52,4.62,27.69,5.75,29.96,-0.9,-0.68,0.2
2017,8,6,20.76,2.19,95.05,278.06,29.51,4.98,28.29,7.14,29.92,-0.91,-0.49,0.2
2017,8,7,20.73,0.44,95.16,271.25,28.76,3.89,27.6,8.53,29.88,-0.92,-0.29,0.21
2017,8,8,21.11,3.31,95.26,245.38,28.09,2.65,27.11,12.06,36.41,-0.75,0.23,0.27
2017,8,9,21.4,11.81,95.33,223.94,26.66,2.3,26.19,15.58,42.94,-0.57,0.76,0.32
2017,8,10,20.76,7.3,95.37,228.62,25.9,4.6,25.5,19.1,49.47,-0.4,1.29,0.38
2017,8,11,21.45,5.06,95.39,261.75,26.01,3.3,25.57,19.85,57.87,-0.17,1.41,0.43
2017,8,12,20.62,4.0,95.44,281.25,26.11,4.16,25.66,20.6,66.27,0.06,1.54,0.48
2017,8,13,21.36,3.92,95.52,228.38,25.16,3.25,24.83,21.35,74.67,0.29,1.66,0.53
2017,8,14,20.71,17.46,95.63,109.62,25.76,1.72,24.94,21.0,82.92,0.52,1.56,0.57
2017,8,15,21.08,12.0,95.54,250.62,25.6,1.92,24.91,20.66,91.17,0.75,1.45,0.61
2017,8,16,21.26,6.84,95.38,252.56,26.37,1.85,25.59,20.31,99.41,0.98,1.35,0.66
2017,8,17,21.37,4.93,95.18,261.19,26.38,3.92,25.74,19.68,102.26,1.04,1.21,0.67
2017,8,18,20.98,4.67,95.09,264.31,26.11,3.09,25.47,19.05,105.1,1.1,1.08,0.68
2017,8,19,20.2,3.4,95.13,266.06,26.29,5.58,25.84,18.42,107.94,1.15,0.94,0.69
2017,8,20,20.12,9.4,95.13,266.38,26.26,5.45,25.56,18.74,110.3,1.17,0.93,0.71
2017,8,21,20.51,5.73,95.13,267.5,26.36,4.62,25.74,19.07,112.65,1.19,0.93,0.72
2017,8,22,20.83,1.3,95.19,285.44,26.48,4.34,25.85,19.39,115.01,1.21,0.92,0.74
2017,8,23,21.15,7.53,95.27,312.25,27.58,4.18,26.68,19.14,115.54,1.17,0.86,0.74
2017,8,24,21.14,4.78,95.29,292.38,25.58,3.7,25.29,18.89,116.06,1.14,0.79,0.74
2017,8,25,20.94,1.59,95.18,282.88,26.52,3.8,26.09,18.64,116.59,1.1,0.73,0.74
2017,8,26,21.46,4.37,95.07,270.88,27.01,3.27,26.35,18.86,117.28,1.08,0.74,0.75
2017,8,27,20.2,1.18,95.0,272.56,26.78,4.65,26.33,19.08,117.97,1.05,0.75,0.75
2017,8,28,21.01,0.83,95.0,251.94,25.65,4.34,25.34,19.3,118.66,1.03,0.76,0.76
2017,8,29,20.9,0.35,95.07,246.06,26.26,5.29,25.88,19.43,118.66,0.99,0.76,0.76
2017,8,30,21.07,2.3,95.23,270.88,28.01,3.91,27.14,19.57,118.67,0.95,0.77,0.76
2017,8,31,21.15,4.77,95.41,252.75,26.87,3.99,26.64,19.7,118.68,0.92,0.77,0.76
2017,9,1,22.43,10.32,95.43,222.5,26.55,3.17,26.18,20.34,121.0,0.95,0.85,0.77
2017,9,2,22.73,26.66,95.42,173.5,25.28,3.06,25.0,20.98,123.33,0.99,0.93,0.79
2017,9,3,22.01,6.68,95.41,238.06,26.55,3.26,26.03,21.62,125.65,1.02,1.01,0.81
2017,9,4,22.11,7.71,95.44,203.12,26.33,1.0,26.49,22.34,127.91,1.07,1.12,0.82
2017,9,5,22.62,11.69,95.39,221.25,26.4,1.98,26.37,23.06,130.17,1.11,1.23,0.84
2017,9,6,22.89,19.44,95.3,281.69,24.68,1.31,24.69,23.78,132.44,1.15,1.34,0.86
2017,9,7,22.43,4.89,95.28,192.38,25.61,2.91,25.46,23.32,134.91,1.2,1.25,0.87
2017,9,8,21.87,8.35,95.3,169.19,25.55,2.34,25.28,22.86,137.39,1.25,1.16,0.88
2017,9,9,21.9,8.16,95.26,142.62,26.46,1.11,25.81,22.4,139.87,1.3,1.07,0.89
2017,9,10,22.19,6.94,95.27,123.31,26.07,1.62,25.49,21.56,138.97,1.25,0.9,0.88
2017,9,11,22.46,1.33,95.35,108.94,26.41,2.13,25.72,20.72,138.07,1.19,0.74,0.87
2017,9,12,22.22,5.6,95.49,131.44,25.71,2.72,25.37,19.88,137.17,1.14,0.57,0.86
2017,9,13,22.55,2.91,95.51,132.38,25.65,2.69,25.26,20.79,136.99,1.09,0.68,0.86
2017,9,14,22.27,4.0,95.45,123.94,25.09,1.02,24.73,21.7,136.8,1.05,0.78,0.87
2017,9,15,21.94,0.15,95.38,219.75,24.68,2.06,24.44,22.61,136.62,1.0,0.89,0.87
2017,9,16,21.82,3.41,95.39,247.75,24.84,4.75,24.71,21.29,136.66,0.98,0.67,0.86
2017,9,17,20.37,9.34,95.48,243.56,24.16,6.23,24.06,19.97,136.71,0.95,0.46,0.86
2017,9,18,20.41,0.92,95.54,255.56,24.57,6.27,24.43,18.64,136.76,0.92,0.24,0.85
2017,9,19,20.71,0.13,95.43,260.75,24.96,5.47,24.76,17.79,133.43,0.8,0.08,0.83
2017,9,20,20.24,0.05,95.39,264.19,25.13,4.77,24.76,16.93,130.09,0.68,-0.08,0.8
2017,9,21,19.89,0.01,95.35,268.06,25.29,3.31,24.73,16.07,126.76,0.56,-0.24,0.78
2017,9,22,19.96,0.01,95.4,302.88,26.04,3.4,25.66,18.82,129.08,0.6,0.21,0.81
2017,9,23,21.53,0.02,95.5,268.69,27.26,2.53,26.44,21.57,131.4,0.64,0.65,0.84
2017,9,24,22.4,19.24,95.49,303.0,24.45,2.47,24.5,24.33,133.71,0.68,1.1,0.86
2017,9,25,22.19,26.04,95.35,290.69,23.69,3.09,23.84,24.26,137.42,0.78,1.06,0.88
2017,9,26,21.62,12.9,95.33,278.31,24.07,1.69,24.09,24.19,141.13,0.87,1.03,0.9
2017,9,27,21.27,27.57,95.38,285.19,23.29,3.58,23.46,24.13,144.84,0.96,0.99,0.92
2017,9,28,22.08,10.68,95.3,262.0,23.99,2.92,24.0,24.2,145.79,0.98,0.99,0.93
2017,9,29,20.84,3.1,95.31,259.19,23.69,2.67,23.67,24.26,146.75,0.99,0.99,0.93
2017,9,30,22.36,1.07,95.38,247.12,25.62,3.25,25.55,24.33,147.71,1.0,0.98,0.94
2017,10,1,22.66,3.97,95.42,239.69,25.43,2.0,25.39,24.55,148.99,1.02,1.01,0.95
2017,10,2,22.6,2.48,95.3,240.5,25.03,2.31,25.04,24.77,150.28,1.04,1.03,0.95
2017,10,3,22.44,1.32,95.31,278.94,24.94,3.33,25.19,24.99,151.56,1.05,1.06,0.96
2017,10,4,22.73,8.76,95.35,302.0,25.19,1.64,25.2,25.06,152.86,1.08,1.06,0.97
2017,10,5,22.15,20.85,95.27,214.5,23.69,2.78,24.05,25.14,154.16,1.1,1.06,0.98
2017,10,6,22.1,11.11,95.22,129.44,24.47,1.67,24.44,25.21,155.46,1.12,1.06,0.98
2017,10,7,21.88,3.59,95.26,193.19,25.19,1.53,24.91,25.26,156.31,1.14,1.07,0.99
2017,10,8,22.53,6.82,95.22,165.69,25.83,1.3,25.44,25.3,157.17,1.16,1.08,0.99
2017,10,9,22.79,5.91,95.2,221.12,25.49,1.52,25.55,25.35,158.02,1.18,1.09,1.0
2017,10,10,22.88,16.29,95.16,264.62,24.65,2.04,24.87,25.3,157.99,1.17,1.1,1.0
2017,10,11,22.23,14.42,95.3,203.38,24.37,4.02,24.47,25.26,157.96,1.17,1.11,1.0
2017,10,12,21.71,8.4,95.34,233.81,25.57,1.37,25.34,25.22,157.92,1.17,1.12,1.0
2017,10,13,22.06,6.54,95.28,273.25,24.65,2.42,24.51,25.08,157.84,1.17,1.11,0.99
2017,10,14,21.9,17.2,95.32,254.38,23.63,3.2,23.74,24.96,157.76,1.17,1.11,0.99
2017,10,15,21.19,0.37,95.39,270.25,24.16,3.41,23.97,24.82,157.68,1.16,1.1,0.99
2017,10,16,21.51,0.95,95.42,291.0,23.74,3.59,23.81,23.79,156.59,1.13,0.92,0.98
2017,10,17,20.95,0.09,95.41,302.5,23.72,3.32,23.92,22.76,155.5,1.1,0.74,0.97
2017,10,18,21.09,0.0,95.33,247.25,24.62,3.28,24.96,21.73,154.41,1.06,0.55,0.96
2017,10,19,20.49,0.0,95.34,289.94,25.57,1.33,25.8,21.25,152.2,1.0,0.49,0.94
2017,10,20,21.88,0.02,95.45,249.5,25.22,1.7,25.33,20.78,150.0,0.94,0.42,0.93
2017,10,21,21.7,1.91,95.54,248.0,25.33,1.52,25.12,20.3,147.79,0.88,0.36,0.91
2017,10,22,22.04,0.66,95.57,273.12,25.42,2.25,25.37,20.35,145.0,0.8,0.38,0.9
2017,10,23,19.94,0.01,95.61,230.69,24.05,2.73,24.33,20.39,142.22,0.72,0.41,0.88
2017,10,24,19.31,0.0,95.71,149.44,24.51,1.86,24.52,20.43,139.43,0.64,0.44,0.87
2017,10,25,21.6,3.64,95.83,64.31,23.89,2.81,23.98,20.4,138.64,0.63,0.46,0.86
2017,10,26,21.46,1.38,95.87,79.19,24.39,1.32,24.01,20.38,137.85,0.62,0.48,0.86
2017,10,27,21.08,3.12,95.77,45.0,24.19,1.44,23.79,20.35,137.06,0.61,0.5,0.86
2017,10,28,20.61,2.53,95.74,46.06,23.65,3.84,23.43,21.31,137.12,0.63,0.68,0.86
2017,10,29,19.99,0.07,95.79,30.94,23.36,3.67,23.26,22.26,137.18,0.65,0.85,0.87
2017,10,30,20.88,2.33,95.7,111.06,23.07,3.7,22.95,23.22,137.24,0.66,1.03,0.87
2017,10,31,20.75,1.1,95.62,40.5,22.73,3.47,22.65,22.26,136.48,0.66,0.87,0.86
2017,11,1,20.6,1.95,95.66,38.75,22.95,2.85,22.7,21.3,135.72,0.65,0.72,0.85
2017,11,2,20.76,2.93,95.58,29.12,23.33,3.44,23.1,20.33,134.96,0.64,0.57,0.84
2017,11,3,20.25,1.38,95.48,26.75,22.41,4.31,22.31,21.24,135.36,0.66,0.73,0.85
2017,11,4,20.36,2.88,95.52,47.0,22.55,3.38,22.36,22.15,135.76,0.69,0.89,0.86
2017,11,5,21.13,3.69,95.58,55.44,23.52,4.5,23.29,23.06,136.16,0.71,1.04,0.86
2017,11,6,20.85,7.31,95.66,50.5,22.91,4.02,22.8,21.59,135.96,0.71,0.82,0.86
2017,11,7,20.79,3.7,95.73,52.56,23.11,3.18,22.85,20.12,135.75,0.72,0.59,0.85
2017,11,8,20.77,7.99,95.72,55.19,23.09,3.38,22.96,18.65,135.54,0.72,0.36,0.84
2017,11,9,18.76,0.22,95.63,76.12,22.45,2.38,22.32,18.19,132.86,0.66,0.3,0.82
2017,11,10,19.38,0.27,95.58,26.5,22.45,3.61,22.33,17.73,130.17,0.59,0.23,0.8
2017,11,11,19.37,0.08,95.58,72.81,22.83,3.64,22.8,17.27,127.49,0.53,0.17,0.78
2017,11,12,18.94,0.0,95.46,181.38,22.73,3.16,22.7,18.28,125.11,0.47,0.33,0.78
2017,11,13,20.15,0.55,95.35,234.81,23.29,2.23,23.09,19.3,122.74,0.42,0.49,0.77
2017,11,14,21.19,2.53,95.3,218.94,24.38,1.48,24.15,20.31,120.36,0.37,0.65,0.76
2017,11,15,21.44,1.18,95.3,297.75,24.92,2.34,24.8,20.0,121.25,0.39,0.6,0.77
2017,11,16,21.58,1.44,95.37,239.62,24.69,3.27,24.46,19.68,122.14,0.42,0.55,0.77
2017,11,17,21.51,0.4,95.44,152.94,25.28,1.95,24.9,19.37,123.04,0.44,0.49,0.77
2017,11,18,21.22,0.03,95.55,92.62,24.9,1.82,24.48,18.68,121.88,0.42,0.4,0.76
2017,11,19,21.55,0.1,95.65,75.44,24.96,1.61,24.48,17.98,120.72,0.39,0.3,0.75
2017,11,20,20.99,0.75,95.71,58.56,24.19,1.82,23.9,17.29,119.56,0.36,0.21,0.74
2017,11,21,20.9,2.18,95.65,56.0,24.08,3.02,23.79,16.48,117.36,0.31,0.1,0.73
2017,11,22,20.57,0.56,95.6,43.81,23.7,2.95,23.44,15.66,115.16,0.26,-0.01,0.71
2017,11,23,19.64,0.0,95.63,58.5,23.76,1.45,23.26,14.85,112.96,0.21,-0.13,0.69
2017,11,24,20.39,0.0,95.71,67.31,24.11,2.66,23.77,15.05,110.77,0.17,-0.08,0.68
2017,11,25,19.9,0.02,95.78,47.44,23.66,3.48,23.3,15.26,108.58,0.13,-0.04,0.67
2017,11,26,19.8,2.53,95.84,35.31,22.73,3.38,22.55,15.46,106.4,0.1,-0.0,0.66
2017,11,27,21.01,1.02,95.71,47.12,23.48,4.16,23.34,16.84,106.44,0.11,0.21,0.67
2017,11,28,19.68,0.1,95.69,42.44,23.49,3.59,23.13,18.22,106.48,0.12,0.43,0.68
2017,11,29,19.52,1.9,95.74,38.12,23.19,4.23,22.8,19.6,106.53,0.13,0.65,0.68
2017,11,30,21.12,13.92,95.57,62.94,22.73,3.78,22.82,19.25,110.87,0.25,0.62,0.7
2017,12,1,22.39,17.69,95.5,77.88,23.03,3.54,23.25,18.9,115.21,0.36,0.6,0.73
2017,12,2,20.13,11.22,95.66,58.0,21.19,2.52,21.32,18.55,119.55,0.48,0.57,0.75
2017,12,3,19.83,0.36,95.78,69.06,22.04,2.87,21.84,17.77,118.62,0.48,0.48,0.74
2017,12,4,19.79,0.07,95.69,81.5,23.17,1.48,22.61,16.99,117.7,0.48,0.39,0.73
2017,12,5,19.85,0.09,95.6,78.31,23.39,2.68,22.77,16.21,116.77,0.48,0.29,0.72
2017,12,6,20.19,0.0,95.53,60.94,23.54,1.36,22.99,15.61,114.72,0.45,0.22,0.7
2017,12,7,19.36,0.0,95.53,46.31,22.84,1.91,22.67,15.01,112.68,0.42,0.15,0.69
2017,12,8,15.01,0.0,95.56,137.94,21.17,1.73,21.74,14.41,110.63,0.4,0.08,0.68
2017,12,9,14.36,0.0,95.65,149.31,21.12,1.23,21.92,14.22,107.83,0.35,0.08,0.66
2017,12,10,15.78,0.0,95.78,51.38,21.5,2.5,21.78,14.04,105.03,0.31,0.08,0.64
2017,12,11,17.19,0.0,95.89,90.44,22.28,1.73,22.39,13.86,102.23,0.26,0.07,0.63
2017,12,12,19.52,0.0,95.88,118.69,23.77,2.05,23.4,13.52,100.09,0.24,0.05,0.61
2017,12,13,19.64,0.3,95.9,76.12,22.95,1.61,22.7,13.18,97.95,0.21,0.02,0.6
2017,12,14,18.37,0.03,95.91,58.81,23.25,1.93,22.81,12.84,95.81,0.18,-0.01,0.59
2017,12,15,18.8,0.0,95.95,47.75,22.94,2.88,22.39,12.42,93.41,0.16,-0.03,0.57
2017,12,16,18.21,0.0,96.03,54.69,22.28,3.95,21.79,11.99,91.02,0.13,-0.05,0.56
2017,12,17,16.9,0.0,96.12,51.25,21.32,4.26,20.84,11.56,88.62,0.1,-0.07,0.54
2017,12,18,16.12,0.0,96.13,70.19,20.69,4.02,20.19,11.33,86.29,0.09,-0.06,0.53
2017,12,19,17.38,0.0,96.03,47.75,21.9,2.73,21.2,11.09,83.95,0.07,-0.05,0.51
2017,12,20,15.79,0.02,96.08,42.19,21.19,3.58,20.72,10.85,81.62,0.05,-0.04,0.5
2017,12,21,16.76,0.19,96.06,40.81,21.61,3.62,21.03,10.47,79.5,0.04,-0.06,0.49
2017,12,22,17.4,0.03,95.95,58.69,22.65,3.05,22.03,10.09,77.38,0.03,-0.08,0.47
2017,12,23,16.44,0.0,95.79,61.44,22.03,2.96,21.36,9.7,75.26,0.02,-0.09,0.46
2017,12,24,16.26,0.0,95.76,54.19,21.76,2.6,20.96,9.42,73.13,0.0,-0.11,0.44
2017,12,25,17.01,0.0,95.81,47.5,22.46,2.35,21.69,9.14,71.0,-0.01,-0.12,0.43
2017,12,26,15.39,0.0,95.86,42.75,21.99,3.7,21.3,8.86,68.87,-0.03,-0.14,0.42
2017,12,27,15.62,0.0,95.82,49.75,21.62,3.16,20.94,8.61,66.92,-0.04,-0.13,0.41
2017,12,28,14.51,0.0,95.81,50.0,19.85,2.98,19.34,8.35,64.96,-0.06,-0.12,0.4
2017,12,29,15.37,0.0,95.86,53.81,21.1,2.55,20.35,8.1,63.0,-0.07,-0.12,0.38
2017,12,30,15.79,0.0,95.81,57.88,22.42,1.61,21.51,7.8,61.1,-0.08,-0.13,0.37
2017,12,31,15.4,0.0,95.67,64.31,22.84,0.86,21.9,7.51,59.19,-0.08,-0.15,0.36
2018,1,1,16.54,0.0,95.51,191.88,24.79,2.16,23.61,7.21,57.29,-0.09,-0.17,0.35
2018,1,2,17.48,0.0,95.53,162.25,24.86,3.16,23.66,7.0,55.5,-0.1,-0.17,0.34
2018,1,3,17.15,0.0,95.67,65.06,24.62,2.02,23.58,6.78,53.7,-0.11,-0.18,0.32
2018,1,4,16.54,0.0,95.77,65.75,23.58,2.39,22.66,6.56,51.9,-0.12,-0.19,0.31
2018,1,5,13.73,0.0,95.69,60.19,21.71,2.56,20.99,6.37,50.3,-0.13,-0.19,0.3
2018,1,6,12.65,0.0,95.64,49.25,21.15,1.31,20.25,6.18,48.7,-0.14,-0.19,0.29
2018,1,7,12.33,0.0,95.68,49.69,21.14,2.2,20.31,5.99,47.09,-0.15,-0.19,0.28
2018,1,8,12.19,0.0,95.75,51.69,21.04,2.84,20.3,5.93,45.86,-0.14,-0.17,0.28
2018,1,9,16.46,0.73,95.9,52.31,22.38,2.34,21.46,5.86,44.62,-0.14,-0.14,0.27
2018,1,10,18.64,0.45,95.95,61.0,24.12,4.34,23.12,5.79,43.39,-0.14,-0.11,0.26
