Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SUSM,SSM,SMP,SSMA,SUSMA
2017,5,2,5.96,0.0,98.37,218.94,35.24,1.48,33.26,9.7,2.56,0.11,-0.16,0.15
2017,5,3,8.01,0.0,98.3,250.12,36.18,3.53,33.87,9.08,2.45,0.11,-0.26,-0.12
2017,5,4,7.72,0.0,98.34,272.56,37.83,2.65,35.06,8.89,2.44,0.1,-0.26,-0.2
2017,5,5,8.23,0.0,98.26,232.06,37.24,5.59,35.7,8.7,2.42,0.1,-0.26,-0.27
2017,5,6,9.22,0.0,98.31,246.06,37.96,2.4,35.52,8.51,2.4,0.1,-0.25,-0.34
2017,5,7,8.29,0.0,98.3,244.06,38.3,2.85,35.95,8.47,2.4,0.1,-0.26,-0.36
2017,5,8,8.35,0.04,98.22,244.56,38.64,2.63,36.33,8.43,2.4,0.1,-0.27,-0.38
2017,5,9,6.6,0.01,98.05,233.88,37.4,4.3,35.49,8.38,2.4,0.1,-0.28,-0.4
2017,5,10,11.01,0.0,98.06,227.81,37.14,3.83,35.22,8.41,2.4,0.1,-0.27,-0.39
2017,5,11,10.85,0.35,98.22,247.25,38.61,3.76,35.19,8.44,2.41,0.1,-0.27,-0.38
2017,5,12,11.62,0.1,98.25,278.94,40.44,2.32,36.6,8.47,2.41,0.1,-0.26,-0.38
2017,5,13,10.37,0.14,98.13,277.31,39.78,7.61,37.08,8.46,2.41,0.1,-0.26,-0.38
2017,5,14,9.31,0.0,97.98,255.31,38.15,4.83,35.9,8.45,2.41,0.1,-0.26,-0.38
2017,5,15,11.43,0.0,97.84,238.69,37.62,2.84,35.33,8.44,2.41,0.1,-0.26,-0.38
2017,5,16,12.46,0.0,97.77,244.19,37.76,5.57,35.15,8.86,2.59,0.11,-0.16,-0.26
2017,5,17,14.46,6.28,97.85,230.25,35.33,5.21,33.91,9.28,2.76,0.11,-0.06,-0.14
2017,5,18,11.19,0.6,97.93,236.88,35.8,4.71,34.03,9.7,2.94,0.12,0.04,-0.02
2017,5,19,13.05,0.0,97.96,234.5,36.91,4.56,35.17,11.86,4.17,0.15,0.86,0.75
2017,5,20,14.66,0.42,97.89,237.19,36.32,5.09,34.33,14.03,5.41,0.18,1.67,1.52
2017,5,21,19.08,26.95,97.85,230.06,32.23,5.76,31.43,16.2,6.65,0.22,2.49,2.3
2017,5,22,21.4,9.59,98.14,226.69,31.96,4.56,30.83,15.9,5.58,0.2,1.77,2.15
2017,5,23,19.3,0.0,98.09,220.75,33.34,2.42,32.21,15.6,4.52,0.19,1.06,2.01
2017,5,24,19.42,0.0,97.91,233.94,34.1,2.92,33.49,15.31,3.46,0.18,0.34,1.87
2017,5,25,18.5,0.35,97.78,228.38,34.24,4.43,33.69,13.92,3.2,0.16,0.18,1.38
2017,5,26,17.4,0.8,97.72,235.12,33.41,3.26,32.99,12.52,2.94,0.14,0.01,0.89
2017,5,27,17.96,0.0,97.6,233.31,33.63,3.46,32.9,11.13,2.68,0.13,-0.16,0.4
2017,5,28,19.52,0.0,97.57,227.31,34.42,5.37,33.4,10.69,2.7,0.12,-0.15,0.24
2017,5,29,21.26,1.04,97.47,188.62,35.35,5.52,33.45,10.25,2.73,0.12,-0.14,0.08
2017,5,30,20.01,0.11,97.39,220.5,36.32,5.16,34.4,9.81,2.75,0.12,-0.14,-0.08
2017,5,31,19.37,0.06,97.39,232.69,37.4,6.31,35.72,9.65,2.69,0.11,-0.17,-0.13
2017,6,1,18.41,0.14,97.75,254.5,37.0,6.38,34.72,9.49,2.63,0.11,-0.2,-0.18
2017,6,2,15.68,0.07,97.81,244.75,38.65,2.48,36.92,9.34,2.57,0.11,-0.23,-0.24
2017,6,3,13.9,0.0,97.76,263.06,40.18,6.56,37.82,9.18,2.54,0.11,-0.25,-0.28
2017,6,4,19.84,0.29,97.74,239.19,40.37,3.59,37.96,9.02,2.51,0.11,-0.28,-0.32
2017,6,5,20.03,0.0,97.79,232.38,39.77,2.77,37.16,8.86,2.48,0.1,-0.3,-0.36
2017,6,6,19.45,0.0,97.84,233.81,39.08,3.61,36.3,9.81,3.09,0.12,0.07,-0.07
2017,6,7,19.39,0.01,97.96,241.44,39.83,5.59,36.06,10.76,3.7,0.14,0.44,0.22
2017,6,8,22.39,6.73,97.95,246.38,35.58,6.37,33.33,11.72,4.32,0.15,0.82,0.51
2017,6,9,23.4,4.24,97.83,242.75,33.22,5.73,31.95,11.95,3.94,0.15,0.55,0.52
2017,6,10,22.08,0.49,97.76,239.75,34.71,3.43,32.9,12.18,3.57,0.15,0.29,0.52
2017,6,11,20.26,0.07,97.66,264.44,37.3,4.41,34.37,12.41,3.19,0.15,0.02,0.53
2017,6,12,19.09,0.18,97.53,231.81,37.88,5.3,35.49,11.68,3.01,0.14,-0.08,0.3
2017,6,13,18.94,0.06,97.59,233.69,37.73,4.07,35.35,10.96,2.83,0.13,-0.18,0.07
2017,6,14,19.03,0.02,97.78,236.81,38.05,2.89,35.68,10.24,2.65,0.12,-0.29,-0.17
2017,6,15,17.7,0.0,97.8,237.19,37.43,4.82,35.09,9.85,2.6,0.12,-0.32,-0.25
2017,6,16,18.44,0.0,97.66,225.5,37.26,2.8,34.83,9.45,2.56,0.11,-0.34,-0.34
2017,6,17,19.78,0.04,97.7,235.56,37.53,4.66,34.56,9.06,2.52,0.11,-0.37,-0.42
2017,6,18,20.42,0.02,97.66,236.06,38.73,3.84,35.54,9.4,2.97,0.11,-0.24,-0.39
2017,6,19,20.38,0.0,97.47,233.94,38.12,4.44,35.5,9.75,3.43,0.12,-0.12,-0.36
2017,6,20,21.97,10.42,97.49,230.12,35.48,6.45,33.34,10.1,3.88,0.13,0.0,-0.33
2017,6,21,23.15,5.6,97.55,221.44,33.12,5.81,31.65,11.98,4.2,0.15,0.08,-0.11
2017,6,22,23.87,12.06,97.69,215.5,31.42,6.71,30.58,13.88,4.53,0.17,0.17,0.11
2017,6,23,23.72,3.33,97.71,231.94,33.19,5.37,31.48,15.76,4.85,0.19,0.26,0.33
2017,6,24,22.98,0.6,97.44,226.19,34.62,2.44,32.6,16.17,4.96,0.19,0.29,0.37
2017,6,25,22.98,0.16,97.36,178.12,35.73,4.4,33.49,16.58,5.08,0.2,0.32,0.4
2017,6,26,23.76,9.87,97.46,189.12,35.67,4.4,33.82,16.99,5.19,0.2,0.36,0.44
2017,6,27,24.37,5.09,97.44,220.88,35.14,3.85,33.05,20.44,8.56,0.26,1.23,0.89
2017,6,28,24.43,26.65,97.46,134.25,32.9,2.95,31.37,23.88,11.94,0.32,2.09,1.34
2017,6,29,24.65,5.51,97.34,151.38,33.76,1.96,31.48,27.33,15.3,0.39,2.96,1.79
2017,6,30,24.62,13.4,97.13,159.0,31.28,4.34,30.14,30.8,13.61,0.4,2.42,2.05
2017,7,1,24.12,10.39,97.14,250.81,30.37,2.46,28.88,34.26,11.91,0.41,1.88,2.3
2017,7,2,24.83,10.57,97.3,241.12,30.3,3.21,29.4,37.73,10.21,0.42,1.35,2.56
2017,7,3,24.45,8.7,97.52,221.75,30.93,2.82,29.66,35.28,8.89,0.39,0.96,2.12
2017,7,4,23.51,0.0,97.47,220.75,31.73,3.11,30.38,32.83,7.57,0.35,0.58,1.68
2017,7,5,22.87,0.0,97.55,225.5,31.44,5.54,30.23,30.37,6.26,0.32,0.19,1.24
2017,7,6,22.36,0.0,97.68,221.5,31.76,4.09,30.4,28.04,5.82,0.29,0.06,0.92
2017,7,7,22.9,0.05,97.83,226.62,31.85,3.99,30.19,25.71,5.38,0.27,-0.06,0.61
2017,7,8,22.15,0.0,97.87,233.19,32.72,2.65,30.95,23.37,4.93,0.25,-0.19,0.29
2017,7,9,22.03,0.0,97.8,222.88,31.79,3.02,30.5,21.72,5.09,0.23,-0.21,0.12
2017,7,10,22.33,0.0,97.82,217.94,32.21,3.56,30.8,20.06,5.24,0.22,-0.22,-0.04
2017,7,11,22.86,0.11,97.76,215.62,30.55,3.72,29.58,18.4,5.39,0.21,-0.24,-0.21
2017,7,12,23.1,0.06,97.72,220.62,32.31,4.02,30.52,19.71,6.71,0.23,-0.06,-0.16
2017,7,13,23.89,9.64,97.7,254.06,29.86,3.47,28.85,21.01,8.03,0.25,0.12,-0.12
2017,7,14,24.12,26.43,97.55,214.81,31.9,2.58,30.36,22.32,9.35,0.28,0.3,-0.07
2017,7,15,24.12,7.35,97.47,191.25,32.83,2.97,31.22,24.91,9.68,0.31,0.37,0.08
2017,7,16,24.58,4.81,97.51,181.88,32.57,4.42,30.71,27.5,10.01,0.33,0.43,0.22
2017,7,17,24.72,2.03,97.58,210.94,32.36,3.7,30.47,30.1,10.34,0.36,0.5,0.37
2017,7,18,25.14,4.12,97.56,211.25,29.09,2.1,28.47,33.52,11.86,0.41,0.7,0.52
2017,7,19,24.3,1.44,97.5,162.06,30.97,1.55,29.82,36.94,13.39,0.45,0.9,0.67
2017,7,20,24.72,18.9,97.35,230.38,31.0,2.74,29.92,40.36,14.91,0.5,1.09,0.82
2017,7,21,24.92,18.62,97.36,279.56,30.8,2.46,30.0,43.93,15.7,0.53,1.14,0.91
2017,7,22,25.37,43.28,97.32,295.06,30.37,3.98,29.61,47.51,16.49,0.57,1.18,1.01
2017,7,23,25.53,29.7,97.24,290.06,29.08,2.55,28.74,51.08,17.27,0.61,1.23,1.11
2017,7,24,25.39,24.41,97.2,285.5,27.85,1.65,27.65,52.1,16.43,0.61,1.06,1.11
2017,7,25,25.5,12.92,97.2,297.69,29.02,2.16,28.61,53.12,15.59,0.61,0.9,1.11
2017,7,26,25.41,11.6,97.41,180.12,30.4,2.84,29.83,54.14,14.75,0.61,0.74,1.11
2017,7,27,25.37,13.09,97.62,145.56,30.84,3.6,30.18,55.82,15.83,0.63,0.9,1.18
2017,7,28,25.82,21.44,97.71,265.81,28.78,2.46,28.51,57.51,16.9,0.66,1.07,1.25
2017,7,29,25.08,29.34,97.75,265.5,27.71,2.41,27.4,59.2,17.98,0.69,1.24,1.32
2017,7,30,24.58,2.92,97.84,225.62,27.45,3.44,27.16,57.78,16.33,0.66,0.93,1.21
2017,7,31,24.61,0.24,97.83,221.94,27.53,4.07,27.17,56.36,14.67,0.63,0.63,1.1
2017,8,1,24.64,0.52,97.9,219.31,28.01,3.48,27.58,54.94,13.02,0.6,0.33,0.99
2017,8,2,24.49,0.4,97.86,217.38,28.28,3.95,27.76,51.73,12.03,0.56,0.16,0.77
2017,8,3,23.92,0.14,97.67,215.69,27.76,4.43,27.26,48.52,11.04,0.52,-0.02,0.55
2017,8,4,23.85,0.0,97.51,216.0,27.69,3.8,27.19,45.31,10.06,0.48,-0.19,0.33
2017,8,5,23.64,0.0,97.67,211.5,27.83,3.03,27.16,43.01,9.97,0.46,-0.21,0.2
2017,8,6,23.77,0.0,97.83,224.81,27.98,2.54,27.3,40.71,9.88,0.44,-0.23,0.06
2017,8,7,24.38,0.12,97.89,231.75,28.91,2.59,28.26,38.41,9.79,0.42,-0.25,-0.08
2017,8,8,24.38,2.39,97.94,239.44,27.51,2.19,27.12,37.3,9.3,0.4,-0.33,-0.15
2017,8,9,24.44,2.81,97.86,223.81,28.12,2.05,27.61,36.2,8.8,0.39,-0.4,-0.22
2017,8,10,24.07,0.15,97.8,217.38,27.64,2.56,27.17,35.09,8.31,0.37,-0.48,-0.3
2017,8,11,24.4,0.09,97.77,217.62,28.44,3.34,27.83,33.55,7.84,0.36,-0.54,-0.37
2017,8,12,24.15,0.34,97.76,220.12,28.15,4.3,27.65,32.01,7.37,0.34,-0.61,-0.45
2017,8,13,23.76,0.12,97.85,213.44,28.15,3.69,27.47,30.46,6.9,0.32,-0.68,-0.53
2017,8,14,23.05,0.06,98.12,218.88,27.77,4.0,27.11,28.88,6.48,0.3,-0.74,-0.61
2017,8,15,23.13,0.05,98.15,229.88,27.93,2.62,27.17,27.29,6.06,0.29,-0.81,-0.7
2017,8,16,22.72,0.0,97.98,221.75,27.64,3.54,26.94,25.71,5.64,0.27,-0.88,-0.78
2017,8,17,22.94,0.0,97.82,217.0,27.8,3.57,27.01,24.23,5.31,0.25,-0.91,-0.85
2017,8,18,23.15,0.0,97.82,220.38,28.55,2.8,27.53,22.75,4.98,0.24,-0.95,-0.92
2017,8,19,23.26,1.56,97.87,240.0,29.93,4.12,28.93,21.27,4.66,0.22,-0.99,-0.99
2017,8,20,24.02,2.1,97.76,165.56,30.6,2.48,29.83,20.65,4.72,0.22,-0.95,-0.97
2017,8,21,24.75,4.27,97.59,115.12,30.95,2.34,30.36,20.03,4.79,0.22,-0.9,-0.95
2017,8,22,25.0,7.7,97.65,118.06,30.83,1.41,30.26,19.41,4.86,0.21,-0.86,-0.93
2017,8,23,25.21,9.61,97.92,226.5,29.71,3.59,28.97,19.19,4.88,0.21,-0.83,-0.9
2017,8,24,25.06,1.65,97.95,238.56,28.58,2.97,28.22,18.96,4.9,0.21,-0.79,-0.87
2017,8,25,24.37,2.76,97.8,226.5,29.29,3.34,28.53,18.74,4.92,0.21,-0.76,-0.84
2017,8,26,24.08,1.4,97.64,266.69,30.14,2.55,29.22,18.72,4.99,0.21,-0.72,-0.78
2017,8,27,23.48,0.24,97.57,184.25,30.79,2.9,30.46,18.7,5.06,0.21,-0.69,-0.73
2017,8,28,23.19,0.05,97.53,124.19,30.33,4.66,29.98,18.68,5.13,0.21,-0.65,-0.68
2017,8,29,24.22,5.11,97.48,70.06,29.23,4.96,28.94,19.48,5.86,0.23,-0.42,-0.55
2017,8,30,24.82,5.06,97.48,85.44,29.27,4.79,28.98,20.28,6.6,0.24,-0.2,-0.42
2017,8,31,24.03,2.95,97.84,180.0,28.59,3.81,27.83,21.07,7.33,0.26,0.02,-0.29
2017,9,1,23.12,1.48,97.99,206.06,28.01,4.94,27.24,20.74,6.48,0.25,-0.16,-0.3
2017,9,2,22.79,0.9,98.0,204.5,27.55,3.99,26.83,20.42,5.63,0.24,-0.35,-0.31
2017,9,3,23.05,1.95,98.04,225.19,28.17,3.12,27.4,20.09,4.79,0.22,-0.54,-0.32
2017,9,4,22.28,0.02,98.3,217.88,28.01,2.5,27.07,18.78,4.43,0.21,-0.59,-0.42
2017,9,5,21.97,0.0,98.29,221.88,27.89,2.32,26.94,17.48,4.07,0.19,-0.65,-0.52
2017,9,6,21.62,0.0,98.22,219.0,27.53,2.09,26.51,16.17,3.72,0.18,-0.7,-0.63
2017,9,7,21.41,0.0,98.3,227.69,27.72,1.64,26.58,15.17,3.54,0.17,-0.71,-0.67
2017,9,8,21.48,0.0,98.33,232.44,28.78,2.2,27.71,14.18,3.36,0.16,-0.72,-0.72
2017,9,9,22.39,0.22,98.18,236.62,30.24,1.95,29.03,13.18,3.18,0.15,-0.73,-0.77
2017,9,10,23.08,0.08,98.2,225.38,30.34,2.08,29.11,13.33,3.43,0.15,-0.62,-0.66
2017,9,11,23.62,1.25,98.3,226.94,30.84,1.71,29.54,13.47,3.68,0.16,-0.51,-0.56
2017,9,12,23.11,6.03,98.34,234.38,30.62,1.91,29.8,13.62,3.93,0.16,-0.4,-0.46
2017,9,13,22.92,7.3,98.3,237.19,29.83,2.68,29.07,13.5,3.79,0.16,-0.4,-0.43
2017,9,14,22.73,1.69,98.23,152.81,30.51,2.66,29.31,13.37,3.65,0.16,-0.41,-0.41
2017,9,15,21.69,0.26,98.15,153.94,30.58,1.85,29.78,13.25,3.51,0.15,-0.42,-0.38
2017,9,16,21.5,0.42,98.2,142.38,27.86,3.17,27.38,12.64,3.3,0.15,-0.46,-0.42
2017,9,17,19.01,0.01,98.12,168.69,29.65,2.12,29.62,12.02,3.08,0.14,-0.51,-0.46
2017,9,18,17.3,0.0,98.09,290.81,29.34,1.23,29.76,11.4,2.86,0.13,-0.56,-0.49
2017,9,19,18.91,0.0,97.98,259.5,29.94,2.68,29.57,10.93,2.79,0.12,-0.57,-0.54
2017,9,20,19.35,0.0,97.86,231.31,30.25,3.67,29.53,10.45,2.72,0.12,-0.58,-0.58
2017,9,21,21.45,0.0,97.84,235.38,30.22,2.45,29.58,9.98,2.66,0.12,-0.59,-0.62
2017,9,22,20.36,0.0,97.98,240.75,29.35,1.98,28.64,9.81,2.63,0.11,-0.6,-0.63
2017,9,23,20.98,0.0,98.27,227.06,27.93,3.02,27.46,9.64,2.6,0.11,-0.61,-0.64
2017,9,24,20.8,0.0,98.45,225.06,28.03,2.91,27.12,9.47,2.58,0.11,-0.62,-0.65
2017,9,25,20.3,0.0,98.31,230.25,28.15,2.54,27.11,9.36,2.57,0.11,-0.61,-0.65
2017,9,26,19.94,0.0,98.33,232.44,28.22,2.12,27.1,9.25,2.55,0.11,-0.6,-0.65
2017,9,27,19.99,0.0,98.38,240.38,29.12,1.59,28.06,9.13,2.54,0.11,-0.59,-0.65
2017,9,28,18.1,0.0,98.28,249.75,29.01,1.95,28.21,9.06,2.52,0.11,-0.58,-0.64
2017,9,29,17.65,0.0,98.27,244.12,28.83,2.31,28.19,8.99,2.5,0.1,-0.58,-0.63
2017,9,30,17.26,0.0,98.42,256.38,29.32,2.17,28.69,8.93,2.48,0.1,-0.57,-0.62
2017,10,1,17.25,0.0,98.41,250.81,29.23,1.34,28.67,8.9,2.48,0.1,-0.55,-0.61
2017,10,2,17.21,0.0,98.3,257.06,29.19,1.66,28.47,8.88,2.48,0.1,-0.54,-0.6
2017,10,3,16.94,0.0,98.4,246.75,28.7,1.5,28.15,8.86,2.48,0.1,-0.53,-0.58
2017,10,4,16.8,0.0,98.5,257.0,28.51,1.88,28.03,8.83,2.47,0.1,-0.52,-0.58
2017,10,5,14.15,0.0,98.43,107.06,28.96,2.2,30.23,8.8,2.46,0.1,-0.51,-0.57
2017,10,6,14.58,0.0,98.42,45.5,28.29,1.98,28.85,8.78,2.46,0.1,-0.5,-0.57
2017,10,7,12.4,0.0,98.38,42.38,27.76,2.5,28.62,8.75,2.45,0.1,-0.49,-0.55
2017,10,8,11.51,0.0,98.25,82.88,27.83,1.62,29.1,8.72,2.45,0.1,-0.48,-0.54
2017,10,9,12.51,0.0,98.21,80.88,28.3,1.68,29.12,8.68,2.44,0.1,-0.47,-0.53
2017,10,10,11.53,0.0,98.18,112.69,28.44,2.16,29.68,8.65,2.43,0.1,-0.46,-0.52
2017,10,11,11.18,0.0,98.18,104.44,28.6,1.88,29.79,8.61,2.42,0.1,-0.46,-0.52
2017,10,12,12.18,0.0,98.24,192.69,28.04,2.06,28.61,8.57,2.41,0.1,-0.46,-0.51
2017,10,13,13.08,0.0,98.13,237.88,27.75,2.77,27.87,8.56,2.41,0.1,-0.45,-0.51
2017,10,14,14.81,0.0,98.14,239.88,27.91,2.27,27.77,8.54,2.42,0.1,-0.44,-0.5
2017,10,15,13.4,0.0,98.21,237.06,27.23,3.46,27.22,8.52,2.42,0.1,-0.44,-0.5
2017,10,16,11.89,0.0,98.28,243.75,27.01,1.18,26.76,8.54,2.42,0.1,-0.43,-0.48
2017,10,17,11.35,0.0,98.38,262.88,26.83,2.19,27.02,8.55,2.42,0.1,-0.43,-0.46
2017,10,18,7.59,0.0,98.41,204.75,26.98,3.05,28.05,8.57,2.41,0.1,-0.43,-0.44
2017,10,19,4.05,0.0,98.39,56.81,25.98,2.02,26.94,8.55,2.41,0.1,-0.43,-0.45
2017,10,20,4.27,0.0,98.38,210.75,26.18,2.12,27.39,8.53,2.41,0.1,-0.42,-0.45
2017,10,21,7.24,0.0,98.33,234.44,26.43,2.23,27.15,8.51,2.41,0.1,-0.42,-0.46
2017,10,22,7.22,0.0,98.28,235.31,25.83,2.87,25.51,8.49,2.41,0.1,-0.43,-0.48
2017,10,23,7.62,0.0,98.48,234.81,24.8,1.05,24.35,8.47,2.41,0.1,-0.43,-0.49
2017,10,24,5.86,0.0,98.76,238.38,24.45,2.67,25.5,8.45,2.41,0.1,-0.44,-0.51
2017,10,25,6.54,0.0,98.92,210.25,25.09,1.8,26.3,8.5,2.42,0.1,-0.41,-0.48
2017,10,26,9.34,0.0,98.86,235.56,26.37,1.66,27.01,8.55,2.43,0.1,-0.38,-0.44
2017,10,27,9.3,0.0,98.82,246.56,26.61,1.45,26.28,8.6,2.44,0.1,-0.36,-0.41
2017,10,28,9.07,0.0,98.85,273.38,26.95,1.66,26.79,8.58,2.44,0.1,-0.31,-0.4
2017,10,29,6.65,0.0,98.97,232.62,26.89,2.45,27.23,8.55,2.44,0.1,-0.27,-0.4
2017,10,30,2.12,0.0,99.04,169.06,25.8,2.16,25.51,8.52,2.43,0.1,-0.22,-0.39
2017,10,31,2.15,0.0,98.87,177.62,25.38,2.18,26.39,8.58,2.45,0.1,-0.22,-0.36
2017,11,1,2.15,0.0,98.91,225.62,25.81,2.25,26.57,8.63,2.46,0.1,-0.22,-0.33
2017,11,2,2.75,0.0,98.89,248.44,24.94,2.37,26.8,8.68,2.48,0.1,-0.22,-0.3
2017,11,3,3.01,0.0,98.85,271.25,24.84,2.26,26.19,8.72,2.49,0.1,-0.23,-0.3
2017,11,4,2.67,0.0,98.98,54.31,24.97,1.16,24.75,8.76,2.49,0.1,-0.23,-0.3
2017,11,5,5.79,0.0,99.01,60.44,24.81,1.87,24.26,8.8,2.5,0.1,-0.23,-0.29
2017,11,6,5.29,0.0,98.95,80.69,25.0,2.5,24.65,8.83,2.51,0.1,-0.24,-0.3
2017,11,7,4.48,0.0,98.87,197.31,24.71,2.66,25.54,8.85,2.52,0.1,-0.24,-0.3
2017,11,8,5.41,0.0,98.88,262.94,24.6,0.89,25.32,8.87,2.53,0.1,-0.24,-0.31
2017,11,9,4.73,0.0,98.8,221.25,24.44,2.51,24.67,8.92,2.54,0.1,-0.24,-0.3
2017,11,10,3.52,0.0,98.87,106.62,24.26,2.44,23.88,8.96,2.54,0.1,-0.25,-0.3
2017,11,11,3.54,0.0,98.95,161.38,23.92,1.98,23.95,9.01,2.55,0.1,-0.25,-0.3
2017,11,12,2.4,0.0,98.76,110.19,23.44,2.23,23.11,9.06,2.58,0.11,-0.24,-0.3
2017,11,13,2.65,0.0,98.52,196.44,22.52,2.04,22.79,9.1,2.6,0.11,-0.23,-0.29
2017,11,14,6.3,0.0,98.48,234.88,22.01,2.83,22.22,9.14,2.62,0.11,-0.22,-0.29
2017,11,15,6.94,0.0,98.66,216.94,22.91,3.89,22.28,9.28,2.71,0.11,-0.19,-0.27
2017,11,16,6.8,0.0,98.85,91.94,21.69,3.16,20.9,9.42,2.79,0.11,-0.15,-0.24
2017,11,17,8.04,0.0,98.9,126.44,21.61,4.23,20.61,9.56,2.87,0.11,-0.12,-0.22
2017,11,18,8.23,0.0,98.98,86.62,21.46,3.31,20.7,9.61,2.83,0.11,-0.14,-0.21
2017,11,19,1.97,0.0,99.17,32.19,20.33,2.47,19.7,9.67,2.79,0.11,-0.15,-0.2
2017,11,20,-3.14,0.0,99.24,43.38,19.62,2.68,18.9,9.72,2.76,0.11,-0.17,-0.19
2017,11,21,-3.5,0.0,99.1,86.94,18.9,2.23,18.34,9.67,2.73,0.11,-0.18,-0.2
2017,11,22,-4.16,0.0,99.0,48.94,19.15,2.01,18.69,9.61,2.71,0.11,-0.19,-0.22
2017,11,23,-7.45,0.0,98.91,104.19,18.87,3.45,18.54,9.56,2.69,0.11,-0.2,-0.23
2017,11,24,-8.16,0.0,99.02,154.19,19.34,3.92,19.39,9.52,2.68,0.11,-0.22,-0.25
2017,11,25,-6.8,0.0,99.04,171.38,19.85,2.59,20.73,9.49,2.67,0.11,-0.24,-0.26
2017,11,26,-5.97,0.0,99.15,164.75,20.73,3.35,21.53,9.45,2.66,0.11,-0.25,-0.28
2017,11,27,-4.72,0.0,99.0,153.06,19.98,3.42,20.31,9.41,2.65,0.11,-0.28,-0.3
2017,11,28,-4.68,0.0,98.83,197.69,19.82,2.16,21.11,9.38,2.64,0.11,-0.31,-0.32
2017,11,29,-4.26,0.0,98.97,181.25,20.07,2.85,20.73,9.34,2.62,0.11,-0.34,-0.34
2017,11,30,-3.21,0.0,99.02,130.06,19.9,1.99,19.71,9.33,2.64,0.11,-0.33,-0.35
2017,12,1,-1.42,0.0,98.96,53.94,20.31,2.44,19.86,9.32,2.66,0.11,-0.32,-0.35
2017,12,2,1.4,0.0,98.98,105.94,20.83,2.43,20.85,9.31,2.67,0.11,-0.3,-0.36
2017,12,3,1.15,0.0,98.97,98.44,20.55,2.96,20.26,9.41,2.69,0.11,-0.28,-0.33
2017,12,4,0.98,0.0,98.85,142.12,20.96,3.12,20.69,9.51,2.71,0.11,-0.26,-0.3
2017,12,5,7.4,1.58,98.86,117.5,19.7,3.52,19.62,9.61,2.73,0.11,-0.24,-0.28
2017,12,6,8.95,0.58,98.95,78.12,17.84,2.89,17.55,9.54,2.74,0.11,-0.24,-0.32
2017,12,7,4.76,0.0,99.04,54.44,18.83,3.4,18.55,9.48,2.74,0.11,-0.23,-0.36
2017,12,8,-1.42,0.0,99.04,101.56,19.62,3.52,18.92,9.41,2.74,0.11,-0.23,-0.4
2017,12,9,3.44,0.0,98.92,153.62,20.9,2.38,20.65,10.03,3.29,0.12,0.43,-0.09
2017,12,10,7.32,0.25,98.89,133.0,22.0,3.48,21.75,10.64,3.84,0.13,1.08,0.22
2017,12,11,11.6,1.53,98.8,219.94,20.19,4.28,19.98,11.25,4.39,0.14,1.74,0.54
2017,12,12,-0.44,0.0,99.02,242.81,15.69,2.66,16.37,11.23,3.94,0.14,1.2,0.53
2017,12,13,-4.09,0.0,99.13,84.19,15.98,4.05,16.22,11.21,3.5,0.13,0.67,0.53
2017,12,14,-1.24,0.0,99.29,102.25,15.94,3.32,15.29,11.19,3.06,0.13,0.13,0.52
2017,12,15,2.08,0.0,99.42,42.56,16.28,3.67,15.65,10.86,2.98,0.12,0.02,0.31
2017,12,16,-0.51,0.0,99.66,47.12,16.08,3.1,15.55,10.53,2.89,0.12,-0.09,0.1
2017,12,17,-4.7,0.0,99.68,68.62,16.02,2.23,15.83,10.2,2.81,0.12,-0.2,-0.11
2017,12,18,-6.98,0.0,99.62,55.69,16.34,1.76,16.37,10.11,2.8,0.12,-0.21,-0.15
2017,12,19,-4.82,0.0,99.58,55.81,15.98,2.07,16.42,10.02,2.79,0.12,-0.22,-0.2
2017,12,20,-4.18,0.0,99.57,68.0,17.69,3.06,18.4,9.93,2.78,0.12,-0.22,-0.24
2017,12,21,-1.1,0.0,99.56,53.44,19.42,1.48,19.44,9.87,2.76,0.11,-0.25,-0.27
2017,12,22,0.9,0.0,99.45,51.31,18.8,1.3,18.76,9.8,2.74,0.11,-0.28,-0.31
2017,12,23,-3.37,0.0,99.13,162.25,17.85,2.21,18.48,9.74,2.72,0.11,-0.31,-0.34
2017,12,24,-4.88,0.0,99.02,179.31,16.86,1.95,17.86,9.68,2.71,0.11,-0.31,-0.36
2017,12,25,-4.15,0.0,99.3,47.62,17.01,1.32,17.15,9.63,2.71,0.11,-0.31,-0.39
2017,12,26,-5.52,0.0,99.26,76.88,17.29,3.48,18.2,9.58,2.7,0.11,-0.31,-0.41
2017,12,27,-6.68,0.0,99.1,172.31,17.65,2.83,19.23,9.6,2.7,0.11,-0.28,-0.36
2017,12,28,-5.19,0.0,99.02,78.5,18.08,2.05,19.47,9.61,2.71,0.11,-0.25,-0.32
2017,12,29,-3.38,0.0,99.09,75.56,18.03,2.71,18.25,9.63,2.71,0.11,-0.22,-0.27
2017,12,30,-2.11,0.0,99.15,47.12,16.88,1.7,16.73,9.56,2.69,0.11,-0.26,-0.3
2017,12,31,-4.27,0.0,99.04,136.69,16.38,3.58,16.0,9.5,2.66,0.11,-0.29,-0.32
2018,1,1,-9.77,0.0,98.87,47.75,14.83,1.86,14.94,9.43,2.64,0.11,-0.32,-0.34
