Year,MO,DY,T2M,T2MDEW,TS,PRECTOTCORR,WS10M,PS,WD10M,SSM,SUSM,SSMA,SMP,SUSMA
2019,4,24,31.69,17.94,34.02,0.04,3.34,99.14,175.81,5.6,23.58,0.21,0.22,0.29
2019,4,25,32.3,18.83,35.01,0.11,3.04,99.06,169.06,4.54,22.23,-0.04,0.21,0.18
2019,4,26,33.17,19.29,35.14,3.0,2.38,98.82,207.5,3.49,20.88,-0.29,0.19,0.06
2019,4,27,33.07,19.76,34.65,3.18,2.23,98.72,200.75,3.62,19.46,-0.26,0.18,-0.04
2019,4,28,33.77,12.23,34.76,0.0,2.83,98.68,240.5,3.75,18.03,-0.23,0.17,-0.15
2019,4,29,33.94,10.47,35.26,0.0,2.98,98.71,229.06,3.88,16.61,-0.2,0.16,-0.26
2019,4,30,33.89,18.34,36.03,4.16,4.12,98.66,198.44,7.21,23.42,0.55,0.24,0.21
2019,5,1,32.12,20.11,33.66,1.69,6.44,98.72,184.69,10.53,30.23,1.3,0.31,0.68
2019,5,2,31.89,21.25,33.7,0.14,6.05,98.82,173.5,13.86,37.03,2.05,0.39,1.14
2019,5,3,27.19,23.3,27.89,47.61,6.71,98.73,87.44,12.2,41.61,1.66,0.42,1.46
2019,5,4,28.69,21.93,28.53,23.54,7.3,98.66,318.12,10.55,46.19,1.27,0.44,1.78
2019,5,5,30.62,20.27,30.98,0.2,3.2,98.95,217.94,8.9,50.77,0.88,0.46,2.1
2019,5,6,31.06,15.33,31.05,0.09,3.28,98.77,250.31,8.0,47.27,0.7,0.43,1.85
2019,5,7,31.27,11.85,30.9,0.0,3.37,98.62,261.12,7.09,43.77,0.51,0.39,1.61
2019,5,8,30.62,15.96,29.94,19.43,3.25,98.54,260.56,6.19,40.27,0.32,0.36,1.36
2019,5,9,33.08,13.97,32.08,0.0,3.1,98.42,282.25,5.76,36.83,0.21,0.33,1.12
2019,5,10,32.82,14.81,33.4,0.0,2.91,98.58,247.31,5.34,33.39,0.11,0.3,0.87
2019,5,11,33.04,16.62,34.23,0.0,2.38,98.79,246.19,4.91,29.95,0.0,0.27,0.63
2019,5,12,33.4,18.18,34.51,0.06,3.24,98.79,254.5,4.83,28.28,-0.03,0.25,0.51
2019,5,13,34.16,18.47,35.67,0.73,2.32,98.7,149.25,4.75,26.62,-0.05,0.24,0.39
2019,5,14,32.23,19.26,33.11,9.12,3.37,98.7,231.38,4.68,24.95,-0.08,0.23,0.27
2019,5,15,32.28,20.33,33.55,5.94,3.73,98.81,203.31,4.28,23.33,-0.18,0.21,0.14
2019,5,16,32.13,20.98,33.43,3.1,2.17,98.86,251.56,3.89,21.71,-0.28,0.2,0.01
2019,5,17,33.9,17.42,34.79,0.01,2.52,98.72,262.81,3.5,20.09,-0.37,0.18,-0.11
2019,5,18,34.48,17.14,36.15,0.82,2.24,98.68,157.56,3.34,18.72,-0.42,0.17,-0.22
2019,5,19,33.98,17.73,35.65,0.68,2.81,98.86,202.62,3.18,17.35,-0.46,0.16,-0.32
2019,5,20,34.08,20.08,36.37,0.28,2.54,98.95,207.38,3.02,15.98,-0.5,0.14,-0.42
2019,5,21,34.74,19.16,36.79,0.24,2.85,98.82,207.0,4.46,15.96,-0.12,0.16,-0.41
2019,5,22,34.62,18.06,36.9,0.38,2.41,98.69,208.06,5.89,15.95,0.26,0.17,-0.4
2019,5,23,33.63,22.15,35.27,2.33,4.09,98.7,169.69,7.32,15.94,0.65,0.18,-0.38
2019,5,24,34.65,22.27,36.98,0.91,3.66,98.57,169.31,6.14,17.43,0.33,0.19,-0.22
2019,5,25,33.23,23.68,34.9,9.78,2.95,98.47,130.31,4.95,18.93,0.0,0.19,-0.06
2019,5,26,34.0,17.9,34.83,0.74,2.43,98.51,261.25,3.76,20.43,-0.32,0.19,0.1
2019,5,27,34.44,16.89,36.01,0.0,2.34,98.53,233.94,3.54,18.9,-0.38,0.18,-0.06
2019,5,28,34.42,19.02,36.87,0.0,2.88,98.5,158.56,3.33,17.36,-0.44,0.16,-0.21
2019,5,29,34.68,19.94,37.51,0.07,2.64,98.46,131.06,3.11,15.83,-0.5,0.15,-0.37
2019,5,30,34.84,17.26,37.12,0.25,3.02,98.39,182.44,3.84,15.52,-0.38,0.15,-0.4
2019,5,31,33.82,21.73,35.5,4.67,4.66,98.49,157.62,4.58,15.22,-0.26,0.16,-0.44
2019,6,1,33.95,22.23,36.62,0.85,2.57,98.54,118.75,5.31,14.92,-0.13,0.16,-0.47
2019,6,2,33.71,23.04,35.99,2.76,4.02,98.61,126.0,4.87,15.52,-0.23,0.16,-0.45
2019,6,3,32.55,22.05,35.08,0.72,2.68,98.67,160.5,4.44,16.12,-0.33,0.16,-0.43
2019,6,4,33.56,22.44,36.01,1.92,2.88,98.54,170.88,4.0,16.73,-0.42,0.16,-0.42
2019,6,5,31.94,24.28,33.83,2.46,3.2,98.49,112.19,3.68,16.25,-0.5,0.15,-0.46
2019,6,6,31.09,24.37,32.81,0.92,2.85,98.61,121.75,3.36,15.77,-0.58,0.15,-0.5
2019,6,7,30.69,23.8,31.76,0.06,3.13,98.73,78.31,3.04,15.3,-0.66,0.14,-0.55
2019,6,8,31.96,23.05,34.37,0.0,3.06,98.63,78.25,2.95,14.59,-0.69,0.13,-0.6
2019,6,9,34.1,22.18,37.41,0.0,2.85,98.41,182.75,2.86,13.89,-0.73,0.13,-0.65
2019,6,10,34.62,22.27,37.43,0.39,4.31,98.2,162.0,2.77,13.19,-0.76,0.12,-0.7
2019,6,11,34.13,23.35,36.26,1.34,5.74,98.2,155.44,2.89,13.28,-0.76,0.12,-0.71
2019,6,12,33.05,24.8,34.23,7.01,3.72,98.33,149.12,3.01,13.38,-0.77,0.13,-0.72
2019,6,13,33.7,24.29,34.67,4.35,2.41,98.22,211.44,3.13,13.48,-0.77,0.13,-0.74
2019,6,14,35.29,21.27,36.43,0.05,2.88,98.12,223.69,3.01,13.27,-0.82,0.13,-0.76
2019,6,15,35.23,21.8,36.56,6.53,2.67,98.12,199.69,2.89,13.07,-0.87,0.12,-0.79
2019,6,16,37.19,21.16,38.44,0.25,4.32,98.05,278.94,2.77,12.86,-0.92,0.12,-0.82
2019,6,17,37.65,20.09,38.62,0.04,4.09,98.13,280.56,4.03,12.7,-0.81,0.13,-0.86
2019,6,18,36.05,21.95,37.9,0.57,2.88,98.2,168.0,5.28,12.55,-0.71,0.14,-0.9
2019,6,19,34.78,22.98,36.55,0.5,2.45,98.25,95.94,6.54,12.39,-0.61,0.15,-0.94
2019,6,20,32.58,24.21,33.64,2.92,3.38,98.4,144.5,7.36,16.34,-0.57,0.19,-0.86
2019,6,21,29.74,25.15,30.47,16.64,2.89,98.45,98.25,8.17,20.29,-0.53,0.22,-0.78
2019,6,22,29.73,24.87,30.43,6.65,5.57,98.45,131.69,8.99,24.24,-0.5,0.26,-0.71
2019,6,23,30.68,24.21,32.16,6.63,5.02,98.63,155.25,7.75,24.18,-0.7,0.25,-0.77
2019,6,24,32.15,23.65,33.9,0.37,3.38,98.68,190.75,6.51,24.13,-0.91,0.24,-0.83
2019,6,25,34.07,22.83,35.77,0.02,4.7,98.61,212.25,5.26,24.08,-1.12,0.23,-0.88
2019,6,26,33.39,23.58,34.11,0.3,6.26,98.45,216.94,6.17,23.82,-1.07,0.23,-0.96
2019,6,27,30.43,25.05,30.62,9.36,4.27,98.26,227.06,7.08,23.57,-1.02,0.24,-1.03
2019,6,28,32.6,23.97,33.26,1.44,3.75,98.07,207.38,7.99,23.32,-0.97,0.24,-1.1
2019,6,29,29.23,25.14,29.56,13.77,2.95,98.15,154.38,13.01,28.97,-0.41,0.33,-0.99
2019,6,30,31.15,24.27,31.98,1.75,1.98,98.16,165.31,18.04,34.63,0.15,0.41,-0.88
2019,7,1,30.38,24.24,31.23,4.96,4.24,98.06,133.25,23.06,40.29,0.72,0.49,-0.76
2019,7,2,29.87,25.54,30.57,18.3,5.84,98.04,113.56,22.1,48.51,0.54,0.55,-0.57
2019,7,3,29.87,25.57,30.52,7.79,3.48,98.17,162.94,21.13,56.72,0.36,0.61,-0.37
2019,7,4,31.34,24.87,32.9,0.81,2.83,98.14,188.5,20.17,64.94,0.19,0.66,-0.17
2019,7,5,30.34,25.76,31.02,9.58,2.58,97.95,165.75,21.49,72.36,0.34,0.73,0.01
2019,7,6,30.25,26.12,31.12,12.76,1.77,97.75,99.0,22.8,79.78,0.49,0.8,0.19
2019,7,7,30.42,25.43,31.19,6.72,4.24,97.83,222.69,24.11,87.2,0.64,0.86,0.38
2019,7,8,30.26,25.28,30.98,2.42,5.42,98.1,198.31,23.89,89.46,0.57,0.88,0.42
2019,7,9,29.69,24.99,30.05,5.37,6.01,98.18,207.12,23.67,91.73,0.5,0.9,0.45
2019,7,10,30.33,24.74,30.92,2.43,4.6,98.23,217.62,23.45,93.99,0.44,0.91,0.49
2019,7,11,29.44,25.37,29.54,12.83,5.1,98.41,213.0,22.36,93.65,0.18,0.9,0.43
2019,7,12,29.27,25.63,29.11,8.5,4.35,98.55,220.69,21.28,93.31,-0.08,0.89,0.38
2019,7,13,29.52,25.29,29.48,4.79,4.93,98.56,232.19,20.19,92.96,-0.34,0.88,0.32
2019,7,14,30.32,25.05,30.38,0.93,4.59,98.33,236.88,19.82,90.94,-0.56,0.86,0.15
2019,7,15,31.62,24.63,32.11,0.31,3.72,98.25,238.44,19.45,88.91,-0.79,0.84,-0.02
2019,7,16,31.45,24.76,31.84,3.92,2.48,98.42,211.62,19.08,86.88,-1.01,0.82,-0.2
2019,7,17,30.68,24.72,30.83,2.53,1.7,98.48,152.75,18.21,84.98,-1.34,0.8,-0.46
2019,7,18,30.76,24.95,31.19,7.8,2.27,98.4,171.94,17.34,83.08,-1.67,0.78,-0.73
2019,7,19,30.5,24.18,31.43,3.72,3.46,98.49,153.62,16.47,81.18,-2.0,0.76,-1.0
2019,7,20,30.2,24.54,31.29,3.63,3.77,98.63,171.88,17.54,80.3,-1.72,0.76,-1.18
2019,7,21,31.12,23.94,32.4,0.16,4.2,98.6,191.81,18.61,79.42,-1.43,0.76,-1.35
2019,7,22,30.56,23.84,31.1,0.12,4.2,98.55,192.56,19.68,78.54,-1.14,0.76,-1.52
2019,7,23,30.23,24.98,30.57,8.05,3.84,98.51,203.25,21.49,85.2,-0.59,0.83,-0.95
2019,7,24,29.31,25.51,29.32,24.2,2.72,98.53,213.38,23.3,91.87,-0.05,0.89,-0.37
2019,7,25,28.96,25.37,29.35,16.78,1.93,98.5,223.75,25.11,98.53,0.5,0.95,0.2
2019,7,26,28.12,25.32,28.55,4.82,2.89,98.25,149.62,25.14,100.54,0.49,0.97,0.29
2019,7,27,28.7,25.22,29.18,10.07,3.07,98.19,152.12,25.17,102.54,0.48,0.98,0.38
2019,7,28,29.09,25.63,29.59,13.38,4.38,98.3,121.06,25.2,104.55,0.47,0.99,0.47
2019,7,29,28.4,25.33,28.69,12.48,6.08,98.32,114.88,25.15,104.54,0.44,0.99,0.45
2019,7,30,28.25,24.25,28.71,4.03,5.62,98.48,155.94,25.1,104.52,0.41,0.99,0.43
2019,7,31,27.98,24.5,28.3,3.47,3.82,98.43,180.31,25.05,104.51,0.38,0.99,0.41
2019,8,1,28.07,24.84,28.55,5.91,2.39,98.4,157.12,25.14,104.81,0.41,0.99,0.42
2019,8,2,28.8,25.49,29.35,5.43,3.81,98.24,127.38,25.23,105.11,0.44,1.0,0.44
2019,8,3,29.35,25.86,30.0,8.55,3.01,98.16,111.0,25.32,105.4,0.47,1.0,0.46
2019,8,4,30.44,26.3,30.89,9.39,1.37,98.04,213.0,25.32,105.44,0.48,1.0,0.46
2019,8,5,29.71,26.98,29.57,9.18,2.02,97.9,155.75,25.32,105.47,0.49,1.0,0.45
2019,8,6,29.23,26.59,29.33,10.38,2.59,97.8,47.56,25.32,105.51,0.49,1.0,0.45
2019,8,7,28.65,26.38,28.69,25.11,7.65,97.54,83.94,25.24,105.44,0.46,1.0,0.44
2019,8,8,27.89,25.24,27.95,9.71,7.24,97.75,134.88,25.16,105.36,0.43,1.0,0.43
2019,8,9,29.23,25.46,29.73,2.13,2.97,98.34,180.0,25.07,105.29,0.39,1.0,0.42
2019,8,10,29.98,25.01,30.44,1.64,2.17,98.38,259.31,25.15,105.37,0.43,1.0,0.44
2019,8,11,28.66,26.28,28.48,13.02,2.24,98.31,319.56,25.24,105.44,0.47,1.0,0.46
2019,8,12,29.35,27.05,29.17,13.92,2.73,98.14,290.94,25.32,105.52,0.51,1.0,0.48
2019,8,13,28.12,25.89,28.36,10.84,3.19,98.19,137.69,25.2,105.44,0.47,1.0,0.47
2019,8,14,27.8,25.65,27.88,18.16,4.77,98.46,147.44,25.08,105.35,0.42,1.0,0.46
2019,8,15,27.83,25.28,27.87,10.53,3.75,98.74,208.25,24.96,105.27,0.38,0.99,0.45
2019,8,16,27.98,25.04,28.06,7.2,3.06,98.66,241.56,25.02,105.29,0.41,0.99,0.46
2019,8,17,28.38,25.57,28.38,8.12,2.34,98.65,269.44,25.08,105.31,0.45,1.0,0.47
2019,8,18,27.47,25.55,27.43,11.51,2.91,98.64,147.25,25.14,105.33,0.49,1.0,0.48
2019,8,19,27.71,25.42,27.8,1.21,3.54,98.69,157.25,25.2,105.34,0.53,1.0,0.5
2019,8,20,28.72,25.51,29.06,0.09,3.41,98.64,177.56,25.26,105.35,0.58,1.0,0.51
2019,8,21,28.79,25.95,28.98,0.02,2.72,98.53,175.44,25.32,105.36,0.62,1.0,0.53
2019,8,22,28.68,25.29,28.84,4.64,1.52,98.53,160.19,25.32,105.41,0.62,1.0,0.55
2019,8,23,28.44,25.63,28.71,12.37,2.13,98.55,151.31,25.32,105.47,0.63,1.0,0.56
2019,8,24,27.98,25.4,28.26,18.19,2.98,98.6,134.0,25.32,105.52,0.63,1.0,0.58
2019,8,25,27.08,24.83,27.17,10.95,3.18,98.58,127.75,25.3,105.47,0.63,1.0,0.57
2019,8,26,27.58,25.36,27.7,8.24,3.83,98.53,102.31,25.29,105.42,0.63,1.0,0.57
2019,8,27,28.2,25.48,28.55,5.23,3.48,98.54,112.12,25.28,105.37,0.63,1.0,0.56
2019,8,28,28.51,25.91,28.85,4.22,2.41,98.65,99.44,24.62,104.63,0.39,0.99,0.45
2019,8,29,28.54,25.84,28.72,4.13,3.36,98.72,104.81,23.97,103.9,0.15,0.98,0.33
2019,8,30,28.54,25.65,28.95,1.03,2.55,98.51,153.69,23.31,103.17,-0.08,0.96,0.22
2019,8,31,28.52,25.32,28.63,0.04,2.5,98.44,154.5,23.98,103.84,0.18,0.97,0.33
2019,9,1,28.73,25.55,28.57,21.35,1.15,98.51,108.56,24.64,104.51,0.44,0.99,0.44
2019,9,2,28.76,26.29,28.81,11.83,2.27,98.42,85.5,25.3,105.19,0.7,1.0,0.55
2019,9,3,28.21,25.78,28.38,5.04,3.07,98.36,109.56,25.3,105.26,0.7,1.0,0.57
2019,9,4,27.76,25.96,27.79,5.52,3.22,98.34,115.62,25.3,105.33,0.71,1.0,0.59
2019,9,5,28.12,25.94,28.23,5.19,3.8,98.36,102.56,25.3,105.4,0.71,1.0,0.6
2019,9,6,28.42,26.02,28.59,3.92,4.11,98.27,82.81,25.21,105.33,0.68,1.0,0.59
2019,9,7,28.4,26.35,28.46,8.11,5.2,98.22,93.62,25.12,105.26,0.64,1.0,0.58
2019,9,8,28.33,26.23,28.37,4.3,4.36,98.36,118.06,25.02,105.19,0.61,0.99,0.57
2019,9,9,28.58,25.44,28.73,0.98,3.08,98.43,201.31,25.11,105.29,0.65,1.0,0.59
2019,9,10,28.15,25.61,28.21,1.26,2.72,98.47,187.06,25.2,105.38,0.69,1.0,0.61
2019,9,11,28.14,26.13,28.18,4.75,1.66,98.6,192.0,25.29,105.47,0.73,1.0,0.62
2019,9,12,27.26,25.65,27.16,13.38,3.17,98.72,182.44,25.23,105.33,0.71,1.0,0.61
2019,9,13,27.44,25.07,27.58,1.72,3.01,98.95,179.69,25.17,105.18,0.7,0.99,0.6
2019,9,14,27.99,25.36,28.08,0.91,2.06,98.96,191.06,25.1,105.04,0.68,0.99,0.58
2019,9,15,28.37,25.3,28.48,1.56,2.28,98.89,221.06,24.94,104.92,0.64,0.99,0.57
2019,9,16,27.33,25.47,27.32,2.49,2.09,98.82,189.88,24.77,104.8,0.6,0.99,0.56
2019,9,17,27.09,25.21,27.1,2.53,2.26,98.97,150.88,24.6,104.68,0.56,0.99,0.55
2019,9,18,27.69,24.78,27.86,1.03,2.48,99.25,127.12,23.73,103.96,0.31,0.97,0.48
2019,9,19,27.73,25.01,27.87,1.33,2.14,99.3,144.12,22.87,103.24,0.06,0.96,0.41
2019,9,20,27.82,24.57,28.01,0.08,1.95,99.19,182.75,22.0,102.51,-0.19,0.95,0.33
2019,9,21,28.21,24.26,28.48,1.02,1.78,99.11,187.62,23.11,103.02,0.12,0.96,0.39
2019,9,22,27.8,24.51,28.08,1.66,1.8,99.23,175.06,24.21,103.53,0.44,0.97,0.45
2019,9,23,26.65,24.75,26.72,7.49,2.43,99.4,128.19,25.31,104.04,0.75,0.99,0.51
2019,9,24,26.36,25.1,26.31,28.29,3.91,99.43,99.38,25.32,104.54,0.75,0.99,0.55
2019,9,25,26.02,24.99,25.86,11.67,4.49,99.64,123.19,25.32,105.03,0.75,1.0,0.59
2019,9,26,24.93,23.5,24.9,25.55,2.99,99.89,147.44,25.33,105.53,0.74,1.0,0.62
2019,9,27,24.8,23.41,24.85,15.88,2.44,99.78,179.88,25.09,105.45,0.71,1.0,0.62
2019,9,28,24.56,23.58,24.43,27.39,4.1,99.57,159.0,24.85,105.37,0.67,0.99,0.62
2019,9,29,24.86,23.57,24.74,22.2,4.22,99.58,163.94,24.61,105.29,0.63,0.99,0.61
2019,9,30,25.18,23.33,25.19,13.97,3.74,99.27,204.62,24.45,104.51,0.62,0.98,0.58
2019,10,1,26.38,23.84,26.52,1.23,3.17,99.18,291.88,24.28,103.74,0.61,0.98,0.54
2019,10,2,27.15,23.71,26.98,2.4,2.07,99.26,266.5,24.12,102.96,0.59,0.97,0.5
2019,10,3,27.16,23.85,27.07,3.01,1.48,99.24,176.44,24.48,103.57,0.7,0.98,0.56
2019,10,4,26.46,23.94,26.24,1.01,1.35,99.22,215.38,24.85,104.18,0.8,0.99,0.63
2019,10,5,26.49,24.15,26.43,5.47,1.25,99.22,205.62,25.22,104.79,0.9,0.99,0.69
2019,10,6,26.19,24.36,26.2,4.74,2.09,99.33,81.25,25.03,104.97,0.89,0.99,0.72
2019,10,7,25.7,23.93,25.52,3.03,2.19,99.42,149.31,24.85,105.15,0.89,0.99,0.76
2019,10,8,24.68,23.61,24.53,15.19,2.1,99.44,118.5,24.67,105.33,0.88,0.99,0.79
2019,10,9,24.35,22.62,24.37,5.11,2.0,99.44,109.38,24.21,104.65,0.82,0.98,0.78
2019,10,10,25.01,22.76,25.19,0.27,1.96,99.35,154.69,23.76,103.96,0.77,0.97,0.77
2019,10,11,26.09,22.02,25.8,0.0,1.59,99.39,196.56,23.3,103.27,0.72,0.97,0.76
2019,10,12,25.52,22.32,25.55,5.36,1.9,99.46,333.94,22.56,102.17,0.62,0.95,0.74
2019,10,13,25.01,20.16,24.53,0.41,1.82,99.53,297.12,21.81,101.08,0.52,0.94,0.71
2019,10,14,25.07,20.36,24.5,0.0,1.8,99.61,298.19,21.07,99.98,0.42,0.92,0.69
2019,10,15,25.15,20.24,24.64,0.0,1.64,99.66,226.56,21.18,97.96,0.48,0.91,0.63
2019,10,16,25.02,20.78,24.8,0.01,1.79,99.7,121.0,21.28,95.94,0.55,0.89,0.58
2019,10,17,25.73,21.19,25.37,0.11,1.22,99.68,60.12,21.39,93.92,0.61,0.88,0.53
2019,10,18,25.91,22.76,25.87,1.74,2.09,99.69,41.44,21.65,93.7,0.69,0.88,0.56
2019,10,19,25.58,22.88,25.45,1.54,1.92,99.75,58.25,21.92,93.48,0.77,0.88,0.58
2019,10,20,25.53,22.57,25.37,2.81,1.66,99.69,145.38,22.19,93.25,0.86,0.88,0.61
2019,10,21,25.09,22.34,24.9,3.13,2.18,99.52,318.88,23.06,96.02,1.04,0.91,0.76
2019,10,22,24.61,21.76,24.75,3.33,2.24,99.36,322.94,23.93,98.78,1.23,0.94,0.91
2019,10,23,22.87,19.53,22.85,6.28,2.52,99.38,254.06,24.8,101.54,1.42,0.96,1.06
2019,10,24,20.02,18.91,20.09,57.47,2.75,99.51,104.56,24.29,102.42,1.4,0.97,1.14
2019,10,25,22.51,21.36,22.5,24.41,5.26,99.29,92.88,23.78,103.29,1.38,0.97,1.21
2019,10,26,23.94,21.9,24.16,0.41,3.6,99.38,263.81,23.27,104.16,1.36,0.97,1.29
2019,10,27,23.13,20.38,23.54,0.0,2.18,99.61,237.12,22.81,103.11,1.36,0.96,1.31
2019,10,28,22.4,19.84,22.58,0.0,2.48,99.71,215.0,22.35,102.05,1.36,0.95,1.33
2019,10,29,21.61,19.11,21.72,0.0,2.48,99.7,339.5,21.89,101.0,1.35,0.94,1.35
2019,10,30,21.92,19.02,21.75,0.0,2.6,99.61,326.31,21.4,99.33,1.31,0.92,1.34
2019,10,31,22.78,19.69,22.58,0.0,2.25,99.52,325.88,20.91,97.65,1.27,0.9,1.33
2019,11,1,23.28,20.56,23.18,0.0,2.42,99.54,336.38,20.42,95.98,1.23,0.89,1.33
2019,11,2,23.06,20.71,22.94,0.0,3.08,99.6,336.0,19.91,94.02,1.21,0.87,1.31
2019,11,3,23.53,21.06,23.55,0.0,2.59,99.6,327.69,19.4,92.05,1.18,0.85,1.29
2019,11,4,23.23,20.43,23.01,0.0,2.96,99.58,323.62,18.88,90.08,1.16,0.83,1.27
2019,11,5,22.82,20.03,22.54,0.0,2.7,99.41,318.44,19.45,88.16,1.33,0.82,1.26
2019,11,6,21.9,17.77,21.44,0.0,2.59,99.37,323.31,20.01,86.24,1.49,0.81,1.24
2019,11,7,21.46,16.99,20.88,0.0,2.52,99.4,227.06,20.57,84.32,1.66,0.8,1.23
2019,11,8,21.78,19.55,21.5,1.31,2.74,99.47,94.0,19.56,83.79,1.56,0.79,1.28
2019,11,9,22.77,20.92,22.66,6.31,5.74,99.31,36.5,18.54,83.27,1.46,0.77,1.34
2019,11,10,23.26,21.15,23.14,0.85,4.69,99.32,110.06,17.53,82.74,1.37,0.76,1.39
2019,11,11,22.79,20.28,22.79,0.0,3.04,99.41,330.12,16.94,80.73,1.33,0.74,1.38
2019,11,12,20.88,16.23,20.4,0.0,2.67,99.64,314.0,16.36,78.72,1.29,0.72,1.37
2019,11,13,20.66,15.56,19.85,0.0,2.12,99.84,239.19,15.77,76.71,1.26,0.7,1.37
2019,11,14,20.48,16.39,19.91,0.0,2.22,99.86,299.88,15.33,74.61,1.24,0.68,1.35
2019,11,15,20.55,16.61,19.9,0.0,2.37,99.76,318.69,14.88,72.51,1.22,0.66,1.33
2019,11,16,21.17,17.66,20.58,0.0,2.23,99.71,313.19,14.43,70.41,1.2,0.64,1.32
2019,11,17,20.51,16.93,20.07,0.0,2.33,99.68,312.38,14.04,68.5,1.18,0.62,1.3
2019,11,18,19.94,16.37,19.51,0.0,2.6,99.72,314.44,13.64,66.6,1.16,0.61,1.29
2019,11,19,19.32,14.22,18.59,0.0,2.94,99.75,306.5,13.24,64.69,1.14,0.59,1.27
2019,11,20,20.38,15.28,19.4,0.0,1.2,99.8,291.56,12.88,62.86,1.12,0.57,1.25
2019,11,21,19.86,15.88,19.44,0.0,1.96,99.9,213.69,12.53,61.04,1.1,0.55,1.23
2019,11,22,19.32,15.33,18.94,0.0,2.33,99.92,340.69,12.17,59.22,1.08,0.54,1.2
2019,11,23,19.58,15.71,18.98,0.0,2.22,99.86,330.0,11.84,57.58,1.06,0.52,1.18
2019,11,24,20.08,16.33,19.44,0.0,2.05,99.8,320.69,11.51,55.94,1.04,0.51,1.15
2019,11,25,19.61,16.84,19.54,0.0,2.07,99.86,268.0,11.18,54.3,1.02,0.49,1.12
2019,11,26,20.51,16.41,19.43,0.0,1.31,99.85,205.19,10.88,52.85,1.0,0.48,1.1
2019,11,27,20.67,17.03,19.6,0.0,1.67,99.88,279.19,10.58,51.4,0.96,0.47,1.08
2019,11,28,21.46,18.27,20.69,0.0,1.72,99.87,261.12,10.28,49.95,0.94,0.45,1.05
2019,11,29,21.52,18.15,21.11,0.0,1.51,99.82,273.62,10.06,48.69,0.91,0.44,1.03
2019,11,30,20.05,16.98,19.77,0.0,2.62,99.83,330.19,9.83,47.43,0.89,0.43,1.01
2019,12,1,19.47,15.71,19.05,0.0,2.87,99.93,270.0,9.61,46.18,0.87,0.42,0.98
2019,12,2,19.25,15.98,19.26,0.0,2.59,99.97,334.94,9.36,45.05,0.79,0.41,0.94
2019,12,3,18.11,14.61,17.84,0.0,2.77,99.96,334.94,9.12,43.92,0.72,0.4,0.9
2019,12,4,16.62,11.64,16.25,0.0,2.84,100.16,244.62,8.88,42.79,0.65,0.39,0.85
2019,12,5,16.45,11.97,16.03,0.0,3.38,100.26,228.31,8.7,41.82,0.61,0.38,0.8
2019,12,6,18.57,14.41,18.05,0.0,2.42,100.18,189.0,8.52,40.85,0.57,0.37,0.76
2019,12,7,20.53,16.51,19.61,0.0,1.32,100.07,119.75,8.34,39.89,0.53,0.36,0.71
2019,12,8,20.57,16.4,20.3,0.0,1.28,100.06,85.81,8.2,39.12,0.5,0.35,0.67
2019,12,9,18.8,15.12,18.76,0.0,2.39,100.05,163.75,8.06,38.34,0.46,0.35,0.63
2019,12,10,18.8,13.95,18.14,0.0,1.45,99.86,171.19,7.91,37.57,0.42,0.34,0.59
2019,12,11,19.6,15.24,18.69,0.0,0.99,99.76,207.0,8.03,37.1,0.45,0.34,0.56
2019,12,12,19.27,15.99,18.56,0.0,1.33,99.86,144.69,8.14,36.63,0.48,0.34,0.53
2019,12,13,18.95,16.33,18.62,1.18,1.75,100.04,119.56,8.26,36.16,0.51,0.33,0.51
2019,12,14,20.08,16.98,20.06,0.83,1.45,100.12,148.94,8.32,36.83,0.52,0.34,0.55
2019,12,15,19.05,16.96,19.23,0.29,2.24,100.06,40.12,8.38,37.49,0.53,0.34,0.6
2019,12,16,17.95,16.03,18.2,0.25,2.21,100.04,164.88,8.44,38.16,0.54,0.35,0.64
2019,12,17,17.37,14.31,17.51,0.0,3.21,100.14,325.19,8.27,37.88,0.49,0.35,0.62
2019,12,18,13.6,9.62,13.83,0.0,3.7,100.21,327.75,8.11,37.6,0.44,0.34,0.6
2019,12,19,11.65,8.51,11.97,0.0,3.23,100.07,326.69,7.95,37.32,0.38,0.34,0.58
2019,12,20,12.49,8.39,12.33,0.0,2.64,99.89,324.62,7.81,36.67,0.34,0.34,0.53
2019,12,21,13.2,8.42,12.65,0.0,2.35,99.93,322.62,7.67,36.03,0.3,0.33,0.48
2019,12,22,14.92,9.79,14.03,0.0,2.22,99.94,319.56,7.53,35.38,0.26,0.32,0.43
2019,12,23,15.55,11.77,15.37,0.0,2.66,100.0,239.25,8.09,35.59,0.39,0.33,0.44
2019,12,24,16.03,10.73,15.19,0.0,2.31,100.05,335.06,8.65,35.79,0.52,0.34,0.45
2019,12,25,14.63,11.78,14.83,0.64,2.25,99.98,295.31,9.22,35.99,0.65,0.34,0.46
2019,12,26,12.94,11.42,12.77,4.66,2.42,99.94,190.12,8.9,36.74,0.57,0.34,0.49
2019,12,27,12.64,7.76,12.79,3.61,3.59,99.91,336.69,8.58,37.5,0.49,0.35,0.53
2019,12,28,10.57,5.95,10.65,0.0,3.75,100.09,266.31,8.27,38.25,0.41,0.35,0.57
2019,12,29,11.38,6.06,11.34,0.0,3.49,100.1,335.69,8.64,38.01,0.5,0.35,0.55
