Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SUSM,SSM,SUSMA,SSMA,SMP
2017,5,5,14.97,0.16,95.41,227.25,36.27,4.78,33.97,15.44,3.07,-0.94,-0.69,0.11
2017,5,6,16.3,0.67,95.49,217.44,35.75,4.31,33.74,15.91,3.44,-0.93,-0.64,0.11
2017,5,7,15.76,0.68,95.51,229.62,35.63,4.88,33.25,16.72,3.67,-0.91,-0.59,0.12
2017,5,8,14.84,2.01,95.4,229.06,34.62,3.22,32.9,17.53,3.91,-0.88,-0.55,0.13
2017,5,9,18.7,9.14,95.31,211.5,32.33,1.77,31.12,18.34,4.14,-0.85,-0.51,0.13
2017,5,10,19.64,3.5,95.45,168.38,31.38,2.25,30.08,18.57,3.75,-0.85,-0.59,0.13
2017,5,11,17.41,0.0,95.44,188.88,34.08,3.38,31.59,18.79,3.36,-0.85,-0.66,0.13
2017,5,12,17.64,0.04,95.42,155.69,35.34,4.88,32.68,19.02,2.97,-0.84,-0.74,0.13
2017,5,13,17.96,0.1,95.23,218.56,36.35,4.34,33.89,18.68,2.86,-0.86,-0.77,0.13
2017,5,14,18.58,0.17,95.06,240.81,35.82,3.74,33.92,18.33,2.75,-0.88,-0.79,0.12
2017,5,15,16.62,0.08,94.86,266.19,37.52,4.73,35.55,17.98,2.64,-0.9,-0.82,0.12
2017,5,16,14.68,0.05,94.75,251.25,38.05,4.38,36.53,17.8,2.75,-0.92,-0.81,0.12
2017,5,17,14.71,0.0,94.73,215.06,38.3,3.27,36.33,17.63,2.86,-0.92,-0.81,0.12
2017,5,18,15.24,0.61,94.86,214.81,39.05,5.39,36.43,17.45,2.97,-0.94,-0.8,0.12
2017,5,19,17.42,0.36,95.07,141.25,37.33,4.79,34.86,17.27,2.86,-0.96,-0.82,0.12
2017,5,20,16.2,1.91,95.0,199.44,37.85,4.34,34.94,17.1,2.74,-0.98,-0.84,0.12
2017,5,21,15.08,0.17,94.87,207.62,37.69,4.66,35.11,16.92,2.63,-1.0,-0.86,0.12
2017,5,22,13.52,0.0,94.94,216.69,37.39,4.75,35.3,16.91,2.74,-1.01,-0.86,0.12
2017,5,23,15.31,0.0,94.98,221.56,37.38,5.7,35.4,16.89,2.84,-1.02,-0.85,0.12
2017,5,24,17.51,0.01,94.98,193.81,37.23,6.53,34.67,16.88,2.94,-1.03,-0.85,0.12
2017,5,25,18.38,0.25,94.91,197.44,36.69,6.03,34.07,17.54,3.11,-1.01,-0.83,0.12
2017,5,26,19.73,0.93,94.96,199.19,34.9,5.12,32.75,18.2,3.27,-1.0,-0.81,0.13
2017,5,27,19.62,1.04,94.93,150.69,35.44,7.27,32.49,18.86,3.44,-0.98,-0.79,0.13
2017,5,28,18.64,0.7,94.85,156.06,35.33,4.14,32.73,18.82,3.36,-0.99,-0.82,0.13
2017,5,29,17.18,0.0,94.66,228.19,36.46,3.26,34.06,18.78,3.28,-1.0,-0.86,0.13
2017,5,30,17.09,0.14,94.57,278.25,37.26,4.62,34.86,18.74,3.2,-1.01,-0.89,0.13
2017,5,31,17.19,0.4,94.79,208.25,37.16,3.73,34.96,20.5,3.98,-0.95,-0.79,0.14
2017,6,1,17.46,0.64,94.88,215.06,37.87,4.32,35.4,22.26,4.75,-0.89,-0.7,0.16
2017,6,2,20.22,1.97,95.1,237.38,33.34,4.96,31.77,24.02,5.53,-0.82,-0.6,0.17
2017,6,3,20.29,0.84,95.04,236.81,34.88,3.96,33.04,25.22,5.72,-0.8,-0.62,0.18
2017,6,4,18.36,0.05,94.92,252.06,37.68,6.2,35.55,26.41,5.91,-0.78,-0.63,0.19
2017,6,5,19.37,2.34,94.86,225.88,36.78,6.0,34.86,27.6,6.11,-0.76,-0.64,0.2
2017,6,6,20.89,1.3,94.97,214.62,34.07,5.09,32.65,33.76,9.91,-0.63,-0.22,0.26
2017,6,7,20.48,1.62,95.07,123.75,32.37,4.83,30.57,39.92,13.71,-0.5,0.21,0.31
2017,6,8,20.9,0.74,94.96,249.12,30.96,3.32,29.47,46.08,17.51,-0.38,0.63,0.37
2017,6,9,21.13,0.92,94.81,125.06,31.87,2.7,30.06,56.63,17.49,-0.17,0.57,0.43
2017,6,10,22.32,11.06,94.77,233.38,29.05,2.59,28.12,67.19,17.47,0.03,0.52,0.5
2017,6,11,23.28,6.33,94.78,253.44,27.53,2.42,26.89,77.75,17.44,0.24,0.46,0.56
2017,6,12,22.64,8.79,94.81,229.31,27.95,3.52,27.27,84.67,18.34,0.34,0.52,0.6
2017,6,13,21.91,1.59,94.94,208.81,28.69,3.47,27.76,91.59,19.24,0.45,0.59,0.65
2017,6,14,21.58,0.8,95.04,203.56,31.18,4.38,29.37,98.5,20.14,0.56,0.65,0.7
2017,6,15,22.67,3.45,94.95,245.5,30.47,4.59,29.54,103.63,20.58,0.62,0.65,0.73
2017,6,16,22.11,13.24,95.02,229.38,27.71,4.3,27.39,108.75,21.02,0.68,0.65,0.76
2017,6,17,19.69,0.0,95.0,230.31,31.9,3.25,30.05,113.87,21.47,0.75,0.66,0.8
2017,6,18,21.83,10.65,94.92,249.94,31.21,3.39,30.07,117.25,21.97,0.78,0.68,0.82
2017,6,19,22.38,1.2,94.89,234.44,26.98,3.76,26.38,120.63,22.48,0.8,0.71,0.85
2017,6,20,22.76,23.78,94.89,241.75,27.63,4.3,27.44,124.01,22.99,0.83,0.74,0.87
2017,6,21,23.68,40.96,94.91,229.69,25.99,3.92,26.01,125.08,23.05,0.81,0.72,0.88
2017,6,22,23.01,7.06,94.98,214.5,26.86,5.25,26.67,126.15,23.12,0.79,0.69,0.88
2017,6,23,22.83,0.1,94.88,262.62,27.24,4.2,26.88,127.22,23.18,0.78,0.67,0.89
2017,6,24,22.41,3.06,94.68,266.5,27.55,2.77,27.05,128.06,23.34,0.75,0.65,0.89
2017,6,25,23.35,17.81,94.55,280.5,25.61,4.52,25.51,128.9,23.5,0.73,0.64,0.9
2017,6,26,23.65,3.18,94.65,278.06,26.88,3.76,26.42,129.75,23.66,0.71,0.63,0.91
2017,6,27,22.76,2.79,94.75,250.31,26.43,3.3,25.96,130.63,23.78,0.69,0.62,0.91
2017,6,28,22.73,9.25,94.81,257.06,25.08,2.29,24.86,131.52,23.89,0.67,0.6,0.92
2017,6,29,22.79,2.87,94.85,252.19,25.97,4.38,25.67,132.41,24.0,0.66,0.59,0.92
2017,6,30,23.19,5.14,94.74,255.19,26.56,4.58,26.43,132.4,23.54,0.61,0.47,0.92
2017,7,1,23.09,6.38,94.76,263.38,25.92,4.6,25.8,132.38,23.08,0.57,0.36,0.92
2017,7,2,22.48,3.05,94.85,242.44,25.99,5.02,26.05,132.37,22.61,0.53,0.24,0.92
2017,7,3,22.38,3.95,94.93,244.06,27.17,3.66,26.73,132.21,22.75,0.49,0.24,0.91
2017,7,4,22.04,4.06,94.88,247.75,26.41,3.73,26.35,132.04,22.89,0.45,0.24,0.91
2017,7,5,22.3,2.21,94.94,261.12,27.52,4.94,26.92,131.88,23.03,0.41,0.24,0.91
2017,7,6,22.51,3.14,94.96,262.19,27.24,4.19,26.69,132.27,23.05,0.39,0.23,0.92
2017,7,7,22.81,2.92,94.96,261.31,27.55,3.35,27.12,132.66,23.07,0.38,0.22,0.92
2017,7,8,22.93,7.31,94.9,270.0,27.72,4.08,27.39,133.04,23.09,0.36,0.2,0.92
2017,7,9,22.9,7.46,94.98,243.0,27.63,3.62,27.26,133.26,23.38,0.35,0.24,0.92
2017,7,10,23.45,28.41,95.09,249.12,26.3,5.2,26.2,133.48,23.68,0.33,0.28,0.93
2017,7,11,23.22,11.02,95.06,265.44,25.78,3.88,25.61,133.7,23.97,0.31,0.32,0.93
2017,7,12,22.97,6.71,95.0,260.75,25.97,3.12,25.59,134.57,24.22,0.32,0.35,0.94
2017,7,13,23.13,6.43,94.91,246.81,25.79,1.88,25.53,135.45,24.48,0.32,0.39,0.94
2017,7,14,22.75,2.17,94.86,240.69,25.47,3.43,25.3,136.32,24.73,0.32,0.43,0.95
2017,7,15,23.12,4.25,94.84,267.25,25.69,2.93,25.41,137.71,24.89,0.36,0.46,0.96
2017,7,16,23.35,9.12,94.69,285.06,25.33,3.34,25.3,139.1,25.05,0.39,0.49,0.97
2017,7,17,23.52,35.41,94.53,316.31,25.05,4.05,25.06,140.49,25.21,0.42,0.53,0.98
2017,7,18,24.42,45.0,94.16,150.69,25.98,3.38,25.9,141.08,25.12,0.43,0.5,0.98
2017,7,19,23.55,27.15,94.13,213.69,25.24,8.94,25.35,141.68,25.04,0.43,0.46,0.98
2017,7,20,23.44,118.97,94.56,237.5,25.75,6.68,25.75,142.27,24.95,0.44,0.43,0.98
2017,7,21,23.97,49.04,94.81,220.31,25.9,4.11,26.05,142.43,24.92,0.43,0.39,0.98
2017,7,22,23.78,0.31,94.94,228.81,26.3,4.15,26.4,142.6,24.89,0.42,0.36,0.99
2017,7,23,23.65,2.46,94.91,237.5,25.5,3.88,25.78,142.76,24.86,0.42,0.32,0.99
2017,7,24,23.2,6.68,94.87,240.56,25.02,4.73,25.22,142.72,24.93,0.4,0.36,0.99
2017,7,25,22.6,3.11,94.8,255.81,24.8,4.14,24.98,142.67,24.99,0.38,0.4,0.99
2017,7,26,22.8,14.98,94.85,247.75,25.27,4.76,25.35,142.62,25.06,0.36,0.44,0.99
2017,7,27,23.05,4.36,95.0,230.5,25.57,3.49,25.65,142.86,25.1,0.38,0.44,0.99
2017,7,28,23.09,0.12,95.17,227.19,25.88,3.53,25.81,143.1,25.14,0.4,0.44,0.99
2017,7,29,23.74,1.98,95.23,276.38,26.24,2.98,26.11,143.34,25.18,0.42,0.44,0.99
2017,7,30,23.69,8.76,95.16,271.56,25.69,2.2,25.55,143.29,25.06,0.4,0.36,0.99
2017,7,31,23.57,7.15,95.15,286.31,25.19,2.88,25.21,143.24,24.94,0.37,0.29,0.99
2017,8,1,23.62,5.21,95.17,264.62,26.05,3.73,25.98,143.2,24.82,0.34,0.21,0.99
2017,8,2,23.95,2.43,95.1,266.81,26.1,3.6,26.05,143.38,24.96,0.38,0.29,0.99
2017,8,3,23.63,0.85,94.97,275.88,25.46,3.73,25.46,143.56,25.09,0.42,0.37,0.99
2017,8,4,23.34,2.89,94.77,274.38,25.76,4.86,25.76,143.74,25.23,0.45,0.46,0.99
2017,8,5,23.3,12.06,94.72,263.81,26.1,2.08,25.77,143.84,25.24,0.47,0.47,0.99
2017,8,6,23.98,12.52,94.74,221.25,27.12,1.93,26.49,143.94,25.26,0.48,0.48,1.0
2017,8,7,23.31,7.0,94.93,212.06,25.58,3.8,25.5,144.04,25.27,0.5,0.5,1.0
2017,8,8,23.67,10.86,95.03,209.81,26.53,1.65,26.19,143.9,25.2,0.45,0.44,0.99
2017,8,9,23.1,3.83,95.13,240.62,25.58,1.99,25.34,143.76,25.13,0.4,0.39,0.99
2017,8,10,22.87,0.23,95.12,241.62,25.95,2.95,25.67,143.62,25.06,0.36,0.34,0.99
2017,8,11,23.42,0.11,95.14,242.5,25.87,3.61,25.8,143.64,25.1,0.36,0.36,0.99
2017,8,12,23.48,5.92,95.21,258.5,25.44,3.9,25.49,143.66,25.14,0.37,0.38,0.99
2017,8,13,22.95,10.4,95.32,260.56,25.55,3.59,25.38,143.68,25.18,0.37,0.4,0.99
2017,8,14,23.31,3.3,95.38,268.0,24.85,2.71,24.87,143.82,25.22,0.4,0.42,0.99
2017,8,15,23.17,2.66,95.29,263.75,25.62,1.96,25.37,143.97,25.25,0.43,0.44,1.0
2017,8,16,22.99,14.75,95.12,267.44,25.1,2.33,25.08,144.11,25.29,0.46,0.46,1.0
2017,8,17,23.51,27.13,94.8,283.75,24.84,2.24,24.81,143.97,25.07,0.39,0.3,0.99
2017,8,18,24.0,37.88,94.43,142.25,25.98,7.74,25.98,143.82,24.85,0.32,0.13,0.99
2017,8,19,23.03,4.89,94.7,137.75,25.26,2.15,25.15,143.68,24.63,0.25,-0.03,0.99
2017,8,20,22.67,2.66,94.83,146.62,25.36,2.24,25.01,143.78,24.81,0.3,0.11,0.99
2017,8,21,22.98,4.12,94.93,156.94,26.18,2.27,25.64,143.87,25.0,0.35,0.24,0.99
2017,8,22,23.2,3.71,95.02,207.25,26.18,2.73,25.76,143.96,25.18,0.4,0.38,1.0
2017,8,23,23.81,8.93,95.08,177.62,26.16,1.09,26.03,144.02,25.2,0.42,0.4,1.0
2017,8,24,23.47,6.3,94.97,212.0,26.95,1.9,26.54,144.09,25.22,0.44,0.41,1.0
2017,8,25,23.79,1.44,94.78,196.31,26.14,2.59,25.97,144.15,25.24,0.46,0.42,1.0
2017,8,26,23.95,3.94,94.62,128.31,26.95,1.61,26.54,144.21,25.26,0.46,0.44,1.0
2017,8,27,24.08,47.96,94.57,156.81,25.98,2.02,25.92,144.26,25.28,0.47,0.46,1.0
2017,8,28,22.96,26.98,94.56,114.69,25.52,2.66,25.4,144.32,25.3,0.48,0.47,1.0
2017,8,29,23.3,7.42,94.86,162.88,24.63,4.31,24.76,144.22,25.27,0.45,0.46,1.0
2017,8,30,23.03,1.2,95.16,203.31,26.08,2.2,25.79,144.12,25.24,0.42,0.45,1.0
2017,8,31,23.48,2.78,95.29,238.56,26.32,1.8,26.12,144.01,25.21,0.39,0.44,1.0
2017,9,1,23.63,8.95,95.3,261.38,24.94,1.82,25.1,143.57,24.52,0.16,-0.12,0.99
2017,9,2,23.32,6.23,95.26,237.12,25.21,1.72,25.23,143.12,23.83,-0.06,-0.68,0.98
2017,9,3,22.73,1.3,95.33,260.5,25.26,3.38,25.38,142.67,23.13,-0.28,-1.24,0.98
2017,9,4,23.12,3.44,95.35,278.94,26.05,2.66,25.92,142.84,23.75,-0.12,-0.73,0.98
2017,9,5,23.63,3.37,95.3,256.69,26.01,2.91,26.26,143.02,24.36,0.04,-0.22,0.98
2017,9,6,23.49,4.63,95.28,180.19,26.34,1.61,26.69,143.19,24.98,0.21,0.29,0.99
2017,9,7,23.41,4.46,95.32,172.75,25.77,1.31,25.73,143.28,24.82,0.22,0.17,0.99
2017,9,8,23.66,7.39,95.41,223.0,25.62,1.45,25.58,143.36,24.66,0.24,0.06,0.99
2017,9,9,23.57,7.49,95.36,220.5,25.15,1.29,25.23,143.45,24.49,0.26,-0.05,0.99
2017,9,10,23.44,0.65,95.44,168.56,25.89,1.95,25.87,143.54,24.72,0.33,0.12,0.99
2017,9,11,23.33,1.35,95.53,181.69,26.02,0.68,25.84,143.63,24.95,0.39,0.3,0.99
2017,9,12,23.58,10.46,95.58,258.31,24.78,2.2,24.98,143.72,25.18,0.46,0.48,0.99
2017,9,13,23.38,3.09,95.53,251.25,25.14,0.9,25.06,143.69,25.13,0.44,0.46,0.99
2017,9,14,22.84,3.27,95.42,243.94,24.78,1.94,24.73,143.67,25.09,0.43,0.44,0.99
2017,9,15,23.21,0.77,95.24,224.62,25.82,1.7,25.59,143.64,25.04,0.42,0.42,0.99
2017,9,16,23.32,3.09,95.13,166.56,26.36,1.33,26.43,143.84,25.11,0.45,0.46,0.99
2017,9,17,23.9,4.79,95.08,250.06,25.55,3.01,25.65,144.05,25.19,0.48,0.51,1.0
2017,9,18,23.95,9.96,95.02,272.12,24.66,3.2,24.78,144.26,25.26,0.51,0.56,1.0
2017,9,19,22.6,47.09,95.02,268.88,23.73,4.08,23.83,144.11,25.18,0.49,0.51,1.0
2017,9,20,22.94,2.94,95.01,209.62,24.87,2.12,24.87,143.96,25.09,0.46,0.47,0.99
2017,9,21,23.27,14.91,95.11,191.06,24.81,1.83,24.93,143.8,25.01,0.44,0.43,0.99
2017,9,22,23.08,2.5,95.25,195.62,25.49,1.95,25.3,143.68,24.98,0.44,0.44,0.99
2017,9,23,23.5,0.09,95.44,281.75,25.55,1.58,25.48,143.56,24.96,0.44,0.45,0.99
2017,9,24,22.73,0.46,95.43,303.19,25.01,1.56,25.17,143.44,24.94,0.44,0.46,0.99
2017,9,25,23.12,2.34,95.26,239.69,25.26,2.12,25.34,143.43,25.01,0.44,0.49,0.99
2017,9,26,22.95,0.83,95.24,227.94,25.41,2.21,25.65,143.42,25.08,0.44,0.52,0.99
2017,9,27,23.05,1.75,95.3,144.94,25.27,2.1,25.4,143.4,25.14,0.44,0.55,0.99
2017,9,28,22.93,12.22,95.26,133.06,24.8,1.1,24.76,143.7,25.12,0.47,0.55,0.99
2017,9,29,22.61,4.98,95.23,100.75,24.98,1.44,24.75,144.0,25.1,0.49,0.55,0.99
2017,9,30,22.92,4.07,95.38,67.06,25.03,1.38,24.94,144.3,25.08,0.51,0.55,1.0
2017,10,1,22.87,6.31,95.41,236.25,24.26,2.05,24.2,144.32,25.04,0.53,0.56,1.0
2017,10,2,22.59,16.95,95.35,217.88,24.87,1.52,24.92,144.33,24.99,0.54,0.57,1.0
2017,10,3,22.69,7.0,95.36,224.69,24.57,1.97,24.62,144.34,24.95,0.55,0.58,1.0
2017,10,4,22.94,9.32,95.4,110.56,24.94,1.24,25.01,144.32,25.03,0.56,0.63,1.0
2017,10,5,22.98,5.01,95.37,108.94,24.77,2.52,24.77,144.3,25.11,0.58,0.68,1.0
2017,10,6,22.19,18.11,95.35,190.19,23.37,2.36,23.44,144.28,25.19,0.59,0.72,1.0
2017,10,7,23.05,11.96,95.32,221.25,24.93,2.67,24.82,144.26,25.19,0.61,0.74,1.0
2017,10,8,22.8,3.23,95.36,179.12,24.4,2.51,24.55,144.24,25.2,0.62,0.76,1.0
2017,10,9,22.93,12.5,95.29,273.25,25.1,0.98,25.15,144.22,25.2,0.63,0.78,1.0
2017,10,10,22.91,9.79,95.24,239.25,25.48,0.84,25.55,144.16,25.18,0.65,0.8,1.0
2017,10,11,22.93,3.1,95.27,140.62,26.03,1.97,26.06,144.09,25.15,0.66,0.82,1.0
2017,10,12,23.46,1.87,95.29,172.06,25.8,1.58,25.6,144.02,25.13,0.68,0.84,1.0
2017,10,13,23.48,0.8,95.24,141.69,26.12,2.21,25.79,143.11,24.03,0.65,0.64,0.98
2017,10,14,22.43,0.01,95.26,168.0,25.79,2.38,25.76,142.2,22.92,0.63,0.44,0.97
2017,10,15,22.67,0.02,95.29,111.56,25.08,2.45,25.37,141.29,21.82,0.61,0.24,0.96
2017,10,16,21.33,0.0,95.34,167.44,24.08,2.87,24.94,141.6,22.71,0.66,0.47,0.97
2017,10,17,19.51,0.0,95.32,207.06,22.36,3.2,23.34,141.92,23.61,0.7,0.7,0.97
2017,10,18,20.42,3.43,95.26,54.44,22.92,3.23,23.41,142.23,24.5,0.75,0.93,0.98
2017,10,19,22.84,18.66,95.07,128.56,23.9,4.2,23.95,142.05,23.76,0.77,0.83,0.97
2017,10,20,22.33,30.28,95.18,305.69,23.61,2.06,23.67,141.87,23.01,0.8,0.73,0.97
2017,10,21,22.51,0.24,95.35,246.19,24.77,2.09,24.64,141.69,22.27,0.83,0.63,0.96
2017,10,22,21.8,0.96,95.49,104.5,24.19,2.27,24.64,139.52,21.85,0.79,0.61,0.95
2017,10,23,19.68,0.0,95.63,188.44,23.69,2.1,24.8,137.36,21.43,0.76,0.59,0.93
2017,10,24,19.08,0.0,95.82,202.12,23.68,1.93,24.89,135.19,21.01,0.72,0.57,0.92
2017,10,25,19.51,0.0,96.01,188.62,23.65,1.62,23.97,132.91,20.51,0.7,0.54,0.9
2017,10,26,18.32,0.0,96.07,173.5,23.32,1.54,23.83,130.63,20.01,0.67,0.51,0.88
2017,10,27,19.48,0.0,95.97,134.81,23.65,1.47,23.65,128.35,19.5,0.65,0.48,0.87
2017,10,28,19.13,0.0,95.96,105.75,22.91,1.32,23.33,125.65,18.95,0.62,0.45,0.85
2017,10,29,17.76,0.0,96.06,75.81,21.64,1.52,22.62,122.95,18.39,0.59,0.41,0.83
2017,10,30,16.37,0.0,96.04,48.25,20.11,2.52,21.41,120.25,17.83,0.56,0.37,0.81
2017,10,31,15.13,0.0,95.94,78.25,19.23,1.45,20.65,116.96,17.34,0.51,0.33,0.79
2017,11,1,15.28,0.0,95.98,75.5,18.64,2.16,19.6,113.67,16.85,0.46,0.29,0.77
2017,11,2,16.18,0.0,95.89,49.12,18.91,2.38,19.9,110.38,16.36,0.42,0.25,0.74
2017,11,3,16.24,0.0,95.83,52.19,18.98,2.12,19.98,107.49,15.92,0.38,0.22,0.72
2017,11,4,16.83,0.0,95.93,80.44,19.39,1.75,19.95,104.6,15.48,0.35,0.2,0.7
2017,11,5,18.78,0.0,95.96,42.5,21.05,2.07,21.07,101.71,15.05,0.32,0.17,0.68
2017,11,6,17.84,0.0,95.96,31.5,20.47,1.91,21.03,98.87,14.61,0.29,0.15,0.66
2017,11,7,17.38,0.0,95.98,49.62,20.06,2.33,21.37,96.03,14.17,0.26,0.12,0.65
2017,11,8,16.71,0.0,95.97,43.12,19.62,2.62,21.07,93.2,13.74,0.22,0.09,0.63
2017,11,9,16.14,0.0,95.87,170.5,19.1,2.56,20.62,91.04,13.52,0.21,0.1,0.61
2017,11,10,15.48,0.0,95.88,36.25,18.27,2.62,19.73,88.88,13.3,0.2,0.12,0.6
2017,11,11,15.22,0.0,95.91,31.19,17.85,2.21,18.92,86.72,13.09,0.19,0.13,0.58
2017,11,12,15.84,0.0,95.77,40.0,18.42,2.62,19.26,87.5,14.81,0.28,0.55,0.6
2017,11,13,17.57,0.01,95.64,54.44,19.81,2.83,20.1,88.28,16.53,0.36,0.97,0.61
2017,11,14,18.65,0.85,95.59,69.44,19.96,3.06,20.17,89.06,18.24,0.45,1.39,0.63
2017,11,15,18.99,13.52,95.52,57.62,19.98,3.73,20.06,92.74,18.51,0.64,1.52,0.65
2017,11,16,18.83,3.91,95.56,47.69,19.35,3.23,19.51,96.41,18.78,0.84,1.64,0.67
2017,11,17,19.35,3.31,95.63,25.44,20.8,2.88,20.75,100.09,19.04,1.03,1.76,0.7
2017,11,18,20.15,0.32,95.72,95.88,22.08,1.38,21.91,100.18,18.23,1.1,1.65,0.69
2017,11,19,20.73,0.01,95.84,107.12,22.71,1.44,22.71,100.28,17.42,1.18,1.53,0.69
2017,11,20,19.7,0.0,95.93,32.0,21.77,2.94,22.23,100.37,16.61,1.25,1.42,0.68
2017,11,21,18.19,0.0,95.91,23.25,20.56,2.44,21.32,98.74,15.96,1.25,1.32,0.67
2017,11,22,15.94,0.0,95.84,102.44,19.23,3.01,20.23,97.1,15.31,1.25,1.23,0.66
2017,11,23,16.15,0.0,95.8,180.44,18.68,3.81,19.62,95.46,14.66,1.25,1.13,0.64
2017,11,24,13.09,0.0,95.95,171.44,16.44,3.27,18.3,93.24,14.27,1.22,1.09,0.63
2017,11,25,12.26,0.0,96.04,84.62,15.35,2.3,17.34,91.01,13.87,1.2,1.05,0.61
2017,11,26,13.23,0.0,96.15,232.38,15.48,1.98,17.4,88.79,13.47,1.17,1.0,0.6
2017,11,27,12.37,0.0,95.99,251.44,14.74,3.2,16.99,86.66,13.16,1.14,0.97,0.58
2017,11,28,11.22,0.0,95.98,130.88,14.96,1.99,17.4,84.53,12.86,1.11,0.94,0.57
2017,11,29,12.1,0.0,96.12,73.62,15.49,1.24,17.61,82.4,12.55,1.08,0.9,0.56
2017,11,30,12.31,0.0,96.05,129.19,15.44,1.52,17.43,80.35,12.26,1.05,0.88,0.54
2017,12,1,11.84,0.0,96.0,58.06,15.01,2.34,17.15,78.3,11.97,1.03,0.85,0.53
2017,12,2,12.26,0.0,96.07,62.06,15.01,1.82,16.94,76.25,11.68,1.0,0.82,0.51
2017,12,3,11.68,0.0,96.08,89.88,14.25,2.34,16.11,73.94,11.32,0.97,0.78,0.5
2017,12,4,10.48,0.0,95.97,103.94,13.55,2.17,15.75,71.64,10.97,0.93,0.75,0.48
2017,12,5,11.51,0.0,95.9,86.94,14.16,1.57,16.07,69.33,10.61,0.89,0.71,0.47
2017,12,6,12.47,0.0,95.81,107.19,14.32,1.13,15.96,67.42,10.36,0.86,0.69,0.45
2017,12,7,13.34,0.0,95.78,40.94,15.71,3.11,16.8,65.51,10.1,0.83,0.66,0.44
2017,12,8,14.68,1.32,95.78,45.56,17.08,3.27,17.54,63.6,9.85,0.8,0.64,0.43
2017,12,9,16.09,0.02,95.72,142.12,18.3,4.57,18.42,61.57,9.47,0.75,0.56,0.41
2017,12,10,14.58,0.0,95.89,322.06,17.46,2.23,17.86,59.54,9.09,0.71,0.49,0.4
2017,12,11,13.05,0.0,96.01,262.56,16.76,2.23,18.33,57.52,8.71,0.66,0.42,0.39
2017,12,12,15.12,0.0,96.05,218.19,18.33,2.12,19.55,55.87,8.46,0.62,0.38,0.38
2017,12,13,13.87,0.0,96.1,265.62,18.03,1.36,19.65,54.22,8.22,0.58,0.34,0.36
2017,12,14,13.86,0.0,96.18,98.62,17.87,1.78,19.44,52.56,7.98,0.54,0.3,0.35
2017,12,15,13.37,0.0,96.25,217.19,16.68,2.32,18.65,51.23,7.8,0.5,0.27,0.34
2017,12,16,13.52,0.0,96.36,123.44,16.38,2.64,17.8,49.9,7.62,0.47,0.25,0.34
2017,12,17,13.33,0.0,96.42,281.25,16.0,3.33,17.4,48.57,7.43,0.44,0.22,0.33
2017,12,18,10.27,0.0,96.38,209.0,14.23,3.17,16.08,47.38,7.24,0.4,0.18,0.32
2017,12,19,8.05,0.0,96.33,106.25,13.55,1.3,16.08,46.18,7.04,0.37,0.14,0.31
2017,12,20,9.23,0.0,96.38,109.88,14.02,1.48,16.51,44.99,6.84,0.33,0.1,0.3
2017,12,21,10.2,0.0,96.36,152.75,14.62,2.14,16.33,43.83,6.68,0.29,0.06,0.29
2017,12,22,12.15,0.0,96.22,175.56,15.19,2.34,17.13,42.67,6.51,0.24,0.03,0.29
2017,12,23,12.99,0.0,96.02,99.56,15.49,1.34,17.19,41.52,6.35,0.2,0.0,0.28
2017,12,24,11.66,0.0,96.0,83.75,15.4,1.19,17.41,40.56,6.22,0.16,-0.03,0.27
2017,12,25,10.83,0.0,96.05,265.12,14.94,2.35,17.0,39.6,6.08,0.12,-0.06,0.27
2017,12,26,8.42,0.0,96.12,307.0,13.39,3.09,15.03,38.64,5.95,0.08,-0.09,0.26
2017,12,27,6.88,0.0,96.11,268.5,12.66,2.52,14.59,37.68,5.79,0.03,-0.12,0.25
2017,12,28,7.56,0.0,96.07,96.12,13.61,1.99,16.21,36.72,5.63,-0.02,-0.15,0.25
2017,12,29,9.29,0.0,96.11,89.62,14.58,0.74,16.48,35.76,5.47,-0.06,-0.18,0.24
2017,12,30,9.19,0.0,96.08,95.75,14.65,1.16,16.73,34.91,5.35,-0.1,-0.19,0.23
2017,12,31,9.0,0.0,95.94,73.25,15.58,1.51,17.32,34.05,5.24,-0.13,-0.2,0.23
2018,1,1,10.94,0.0,95.77,81.75,16.05,2.67,16.44,33.19,5.13,-0.17,-0.22,0.22
2018,1,2,9.99,0.0,95.74,47.31,14.8,2.51,16.05,32.48,5.02,-0.19,-0.23,0.22
2018,1,3,8.76,0.0,95.87,160.75,14.92,2.9,16.6,31.78,4.91,-0.21,-0.24,0.21
2018,1,4,6.72,0.0,95.99,118.38,13.8,2.69,16.22,31.07,4.81,-0.22,-0.25,0.21
2018,1,5,5.87,0.0,95.91,181.56,13.14,3.73,15.56,30.36,4.7,-0.24,-0.26,0.2
2018,1,6,4.26,0.0,95.82,156.38,13.06,2.76,15.52,29.66,4.59,-0.26,-0.27,0.2
2018,1,7,4.67,0.0,95.92,161.31,13.37,3.2,15.88,28.96,4.48,-0.27,-0.28,0.2
2018,1,8,5.13,0.0,96.06,53.19,13.51,2.66,15.49,28.32,4.37,-0.28,-0.29,0.19
2018,1,9,5.3,0.0,96.22,119.56,13.4,2.24,15.28,27.68,4.25,-0.3,-0.3,0.19
2018,1,10,4.62,0.0,96.26,236.38,14.24,2.42,15.9,27.04,4.14,-0.31,-0.31,0.18
